Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPAC1639.01c	elo1	viable	V	0.0	0.168	-0.043	0.233	0.077
SPAC1639.02c	trk2	viable	V	0.0	0.017	0.051	0.01	0.104
SPAC167.01	ire1	viable	V	0.0	0.066	0.217	0.175	0.181
SPAC167.02	ptb1	inviable	E	0.0	1.784	5.629	6.306	6.462
SPAC167.03c	snu66	inviable	E	0.0	3.723	5.429	6.289	5.999
SPAC167.04	pam17	viable	V	0.0	-0.054	0.162	-0.072	-0.007
SPAC167.05	dbs2	viable	V	0.0	0.229	0.234	0.399	0.758
SPAC167.07c	hul5	viable	V	0.0	-0.088	-0.043	-0.085	0.008
SPAC167.08	Tf2-2	unknown	Not_determined	0.0	0.265	0.138	0.03	0.118
SPAC167.09	pga1	unknown	Not_determined	0.0	0.354	3.193	4.999	5.672
SPAC1687.01	rpc19	inviable	E	0.0	1.435	4.371	5.162	6.163
SPAC1687.02	rce1	inviable	E	0.0	-0.066	0.194	3.227	5.419
SPAC1687.03c	rfc4	inviable	E	0.0	0.056	1.515	4.407	6.316
SPAC1687.04	mcb1	inviable	E	0.0	1.418	4.404	4.877	5.997
SPAC1687.05	pli1	viable	V	0.0	-0.005	0.274	0.635	1.073
SPAC1687.08	SPAC1687.08	viable	V	0.0	0.13	-0.073	0.334	0.423
SPAC1687.09	irs4	viable	V	0.0	0.181	0.088	0.186	-0.094
SPAC1687.10	mcp1	viable	V	0.0	0.158	0.026	-0.046	-0.052
SPAC1687.11	spb1	inviable	E	0.0	2.537	4.663	5.353	5.514
SPAC1687.12c	coq4	condition-dependent	V	0.0	0.312	0.17	0.693	0.855
SPAC1687.13c	csn5	viable	V	0.0	0.145	0.02	-0.011	1.632
SPAC1687.15	gsk3	viable	V	0.0	0.135	0.059	0.048	0.189
SPAC1687.16c	erg31	viable	V	0.0	-0.044	0.039	-0.057	-0.011
SPAC1687.17c	SPAC1687.17c	viable	V	0.0	0.038	-0.38	-0.118	0.055
SPAC1687.18c	ssl3	inviable	E	0.0	0.027	2.759	3.667	5.488
SPAC1687.19c	qtr1	viable	V	0.0	0.058	0.216	-0.05	-0.028
SPAC1687.20c	mis6	inviable	E	0.0	0.075	1.257	3.758	5.484
SPAC1687.21	SPAC1687.21	viable	V	0.0	-0.037	-0.068	0.088	-0.073
SPAC1687.22c	puf3	viable	V	0.0	-0.006	0.035	-0.189	-0.031
SPAC1687.23c	SPAC1687.23c	viable	V	0.0	0.07	0.002	0.084	-0.055
SPAC16A10.01	SPAC16A10.01	viable	V	0.0	-0.197	-0.222	-0.151	-0.108
SPAC16A10.02	sub1	viable	V	0.0	0.229	0.022	-0.059	-0.412
SPAC16A10.03c	SPAC16A10.03c	viable	V	0.0	0.038	0.0	0.147	0.12
SPAC16A10.04	rho4	viable	V	0.0	-0.125	-0.15	-0.046	-0.066
SPAC16A10.06c	nse2	inviable	E	0.0	0.219	1.471	3.46	5.159
SPAC16A10.07c	taz1	viable	V	0.0	0.046	0.067	0.19	0.2
SPAC16A10.08c	mug74	unknown	Not_determined	0.0	0.09	-0.151	0.144	-0.003
SPAC16C9.02c	mta1	viable	V	0.0	0.322	0.111	0.449	1.462
SPAC16C9.03	nmd3	inviable	E	0.0	2.988	4.891	5.524	5.761
SPAC16C9.04c	mot2	viable	V	0.0	0.134	0.783	1.705	2.684
SPAC16C9.05	cph1	condition-dependent	V	0.0	0.076	0.161	0.154	0.118
SPAC16C9.06c	upf1	viable	V	0.0	0.016	0.087	0.026	0.528
SPAC16C9.07	pom2	viable	V	0.0	-0.195	0.022	-0.049	-0.016
SPAC16E8.01	shd1	viable	V	0.0	-0.181	-0.252	-0.157	0.011
SPAC16E8.04c	aro7	inviable	E	0.0	1.913	5.091	5.456	5.879
SPAC16E8.06c	nop12	viable	V	0.0	0.314	0.506	0.466	0.468
SPAC16E8.07c	vph1	inviable	E	0.0	1.116	2.853	3.487	4.246
SPAC16E8.08	pos1	viable	V	0.0	0.119	-0.098	-0.13	-0.008
SPAC16E8.09	scd1	viable	V	0.0	0.208	0.372	0.442	1.038
SPAC16E8.10c	rsm7	inviable	E	0.0	0.419	1.435	4.091	5.578
SPAC16E8.11c	tfb1	inviable	E	0.0	0.779	3.083	5.284	6.129
SPAC16E8.12c	png3	viable	V	0.0	-0.218	-0.071	-0.048	0.074
SPAC16E8.13	SPAC16E8.13	viable	V	0.0	0.254	-0.191	0.457	0.296
SPAC16E8.14c	tae1	viable	V	0.0	-0.064	0.14	-0.172	-0.409
SPAC16E8.15	tif45	inviable	E	0.0	2.282	4.201	5.375	6.279
SPAC16E8.16	sua7	inviable	E	0.0	2.978	5.484	5.623	6.727
SPAC16E8.17c	sca1	viable	V	0.0	0.085	3.282	0.644	3.742
SPAC16E8.18	SPAC16E8.18	viable	V	0.0	-0.088	0.048	0.037	0.184
SPAC16E8.18c	tam5	unknown	Not_determined	0.0	-0.028	-0.159	0.029	-0.396
SPAC1705.02	SPAC1705.02	viable	V	0.0	0.198	-0.261	0.206	0.058
SPAC1705.03c	ecm33	viable	V	0.0	-0.015	0.064	0.603	1.354
SPAC1751.01c	gti1	viable	V	0.0	0.018	0.087	0.088	0.917
SPAC1751.02c	rsm19	inviable	E	0.0	0.3	1.346	3.744	5.228
SPAC1751.03	tif313	inviable	E	0.0	1.192	4.564	5.426	6.27
SPAC1751.04	loc1	viable	V	0.0	0.092	-0.035	0.007	-0.039
SPAC1782.01	ecm29	viable	V	0.0	0.169	0.043	0.064	0.055
SPAC1782.02c	SPAC1782.02c	viable	V	0.0	0.049	-0.092	-0.129	-0.137
SPAC1782.03	saf3	inviable	E	0.0	2.177	4.307	5.021	5.321
SPAC1782.04	cox24	viable	V	0.0	-0.356	0.009	0.153	0.278
SPAC1782.05	ypa2	viable	V	0.0	0.131	0.772	1.689	2.657
SPAC1782.06c	phb1	viable	V	0.0	0.009	0.2	0.17	0.146
SPAC1782.07	qcr8	viable	V	0.0	0.412	0.636	0.832	1.244
SPAC1782.08c	rex3	viable	V	0.0	0.169	-0.035	0.062	0.179
SPAC1782.09c	clp1	viable	V	0.0	0.105	0.335	0.335	0.548
SPAC1782.11	met14	viable	V	0.0	0.58	0.317	0.53	0.436
SPAC1783.01	SPAC1783.01	viable	V	0.0	0.116	-0.202	0.114	0.216
SPAC1783.02c	vps66	viable	V	0.0	0.09	0.843	1.408	2.553
SPAC1783.03	fta2	inviable	E	0.0	0.093	1.453	4.493	5.515
SPAC1783.04c	hst4	viable	V	0.0	0.364	1.33	2.113	3.715
SPAC1783.05	hrp1	viable	V	0.0	0.068	-0.135	0.025	0.097
SPAC1783.06c	atg12	viable	V	0.0	-0.119	-0.006	-0.134	-0.027
SPAC1783.07c	pap1	viable	V	0.0	0.145	0.281	0.251	0.399
SPAC1783.08c	rpl1502	viable	V	0.0	0.591	2.837	5.307	3.754
SPAC1786.01c	ptl2	viable	V	0.0	0.01	-0.019	-0.043	-0.038
SPAC1786.04	SPAC1786.04	viable	V	0.0	0.279	-0.209	-0.048	-0.097
SPAC17A2.01	bsu1	viable	V	0.0	-0.136	-0.089	-0.132	-0.026
SPAC17A2.03c	vma6	inviable	E	0.0	1.247	2.127	4.038	4.43
SPAC17A2.04c	cns1	inviable	E	0.0	1.89	5.147	5.52	6.15
SPAC17A2.05	osm1	viable	V	0.0	-0.094	0.034	-0.006	-0.185
SPAC17A2.06c	vps8	viable	V	0.0	-0.095	0.008	-0.026	0.078
SPAC17A2.08c	ntr2	condition-dependent	E	0.0	1.695	3.365	4.226	4.995
SPAC17A2.09c	csx1	viable	V	0.0	-0.05	0.186	-0.128	0.006
SPAC17A2.10c	SPAC17A2.10c	viable	V	0.0	0.072	-0.001	-0.103	-0.058
SPAC17A2.12	rrp1	viable	V	0.0	0.049	0.136	0.124	0.036
SPAC17A2.13c	rad25	viable	V	0.0	-0.127	-0.215	-0.174	0.02
SPAC17A2.14	mnr2	viable	V	0.0	0.067	0.475	0.507	0.765
SPAC17A5.01	pex6	viable	V	0.0	0.047	-0.13	0.087	-0.024
SPAC17A5.02c	dbr1	viable	V	0.0	0.45	6.039	1.201	1.769
SPAC17A5.04c	mde10	viable	V	0.0	-0.431	0.077	-0.259	-0.032
SPAC17A5.05c	SPAC17A5.05c	viable	V	0.0	0.13	0.049	-0.266	-0.179
SPAC17A5.06	ptr8	inviable	E	0.0	2.547	5.355	5.735	5.977
SPAC17A5.07c	ulp2	condition-dependent	V	0.0	0.153	0.698	2.736	3.111
SPAC17A5.08	erp2	viable	V	0.0	-0.005	0.308	-0.046	0.064
SPAC17A5.11	rec12	viable	V	0.0	-0.143	-0.251	-0.054	-0.106
SPAC17A5.12	ucp7	inviable	E	0.0	2.129	4.403	5.327	5.451
SPAC17A5.13	fol2	inviable	E	0.0	1.018	3.619	5.07	5.445
SPAC17A5.14	exo2	viable	V	0.0	0.543	1.956	2.959	4.587
SPAC17A5.15c	gus1	inviable	E	0.0	3.43	5.67	5.989	6.678
SPAC17A5.16	ftp105	viable	V	0.0	0.291	0.497	1.256	1.119
SPAC17A5.18c	rec25	viable	V	0.0	-0.162	0.007	-0.001	-0.003
SPAC17A5.19	SPAC17A5.19	viable	Not_determined	0.0	-0.037	-0.073	-0.09	-0.128
SPAC17C9.01c	nuc2	inviable	E	0.0	0.928	4.174	5.467	6.154
SPAC17C9.02c	lys7	condition-dependent	V	0.0	-0.124	0.068	0.015	0.885
SPAC17C9.03	tif471	inviable	E	0.0	2.093	6.752	5.701	5.837
SPAC17C9.05c	pmc3	viable	V	0.0	0.105	-0.008	0.321	4.498
SPAC17C9.06	sam50	inviable	E	0.0	0.113	3.253	4.188	5.714
SPAC17C9.07	alg8	viable	V	0.0	-0.063	-0.137	0.087	0.278
SPAC17C9.08	pnu1	viable	V	0.0	0.083	0.005	0.131	0.125
SPAC17C9.10	stm1	viable	V	0.0	0.037	0.2	0.143	0.495
SPAC17C9.11c	SPAC17C9.11c	viable	V	0.0	-0.092	-0.077	-0.114	-0.148
SPAC17C9.12	scs22	viable	V	0.0	-0.125	-0.172	-0.085	-0.103
SPAC17C9.13c	cut8	condition-dependent	V	0.0	1.12	3.053	4.792	5.499
SPAC17C9.14	pex19	viable	V	0.0	0.188	0.07	0.254	0.147
SPAC17C9.16c	mfs1	viable	V	0.0	0.015	-0.068	-0.074	-0.037
SPAC17D4.01	pex7	viable	V	0.0	-0.062	-0.114	-0.17	-0.102
SPAC17D4.02	cdc45	inviable	E	0.0	2.545	4.434	5.913	6.549
SPAC17D4.03c	cis4	viable	V	0.0	-0.047	0.06	-0.009	-0.045
SPAC17D4.04	trm401	viable	V	0.0	-0.098	0.094	0.097	0.17
SPAC17G6.03	SPAC17G6.03	viable	V	0.0	-0.167	0.068	-0.029	0.063
SPAC17G6.04c	cpp1	viable	V	0.0	-0.118	0.338	2.347	4.497
SPAC17G6.05c	bro1	viable	V	0.0	-0.371	-0.109	-0.016	0.176
SPAC17G6.08	pep7	viable	V	0.0	-0.268	0.126	0.116	0.32
SPAC17G6.09	sec62	inviable	E	0.0	0.017	-0.216	-0.078	-0.073
SPAC17G6.10	ssr1	inviable	E	0.0	0.356	1.102	2.706	4.51
SPAC17G6.11c	ghs2	inviable	E	0.0	1.988	4.016	5.856	5.56
SPAC17G6.12	cul1	inviable	E	0.0	0.564	1.983	3.731	5.739
SPAC17G6.13	slt1	viable	V	0.0	0.146	-0.131	-0.408	0.424
SPAC17G6.14c	uap56	inviable	E	0.0	2.07	6.356	5.305	5.882
SPAC17G6.15c	fsf1	viable	V	0.0	-0.088	-0.146	-0.14	0.022
SPAC17G6.16c	ysh1	inviable	E	0.0	1.393	4.447	5.311	6.133
SPAC17G6.17	pof8	viable	V	0.0	0.283	0.33	0.257	0.324
SPAC17G8.01c	trl1	inviable	E	0.0	1.845	5.794	5.859	6.708
SPAC17G8.02	urh2	inviable	E	0.0	-0.175	-0.126	0.038	-0.056
SPAC17G8.03c	bur6	inviable	E	0.0	0.34	1.783	3.044	5.841
SPAC17G8.04c	arc5	inviable	E	0.0	2.351	5.344	5.742	6.128
SPAC17G8.05	med20	viable	V	0.0	0.06	0.143	0.966	1.627
SPAC17G8.06c	ilv3	viable	V	0.0	0.832	4.76	5.674	6.526
SPAC17G8.08c	gdt2	viable	V	0.0	-0.051	0.104	0.134	-0.022
SPAC17G8.09	shg1	viable	V	0.0	-0.013	-0.166	-0.089	0.155
SPAC17G8.10c	dma1	viable	V	0.0	0.369	0.235	-0.107	0.266
SPAC17G8.11c	imt3	viable	V	0.0	0.299	0.316	0.334	0.246
SPAC17G8.12	sec3	condition-dependent	E	0.0	0.54	1.78	5.532	4.904
SPAC17G8.13c	mst2	viable	V	0.0	0.082	0.331	0.061	0.351
SPAC17G8.14c	pck1	viable	V	0.0	-0.327	-0.016	-0.021	-0.122
SPAC17G8.15	wip1	condition-dependent	Not_determined	0.0	-0.152	0.89	3.017	5.32
SPAC17H9.01	cid16	viable	V	0.0	-0.026	-0.05	0.038	-0.007
SPAC17H9.02	mtl1	inviable	E	0.0	0.28	1.437	2.197	4.564
SPAC17H9.03c	rdl1	viable	V	0.0	-0.172	0.319	0.227	1.35
SPAC17H9.04c	dri1	viable	V	0.0	0.088	0.198	0.187	1.007
SPAC17H9.05	ebp2	inviable	E	0.0	1.241	4.118	6.133	4.679
SPAC17H9.06c	SPAC17H9.06c	viable	V	0.0	-0.206	-0.01	-0.115	0.052
SPAC17H9.07	srp21	inviable	E	0.0	0.434	2.226	3.9	5.311
SPAC17H9.08	leu5	viable	V	0.0	0.154	0.629	1.169	2.49
SPAC17H9.09c	ras1	viable	V	0.0	-0.028	0.323	0.156	0.326
SPAC17H9.10c	ddb1	viable	V	0.0	0.649	1.914	2.561	3.235
SPAC17H9.12c	cyc2	viable	V	0.0	-0.065	0.314	0.619	0.706
SPAC17H9.13c	pro2	viable	V	0.0	0.157	0.333	0.207	1.565
SPAC17H9.14c	pdi2	viable	V	0.0	0.272	0.085	-0.017	0.495
SPAC17H9.17c	mdm10	inviable	E	0.0	0.237	2.184	3.751	5.711
SPAC17H9.18c	SPAC17H9.18c	viable	Not_determined	0.0	-0.12	0.034	0.009	0.12
SPAC17H9.19c	cdt2	viable	V	0.0	0.974	2.153	3.457	3.782
SPAC17H9.20	psc3	inviable	E	0.0	1.035	3.212	5.278	5.951
SPAC1805.01c	ppk6	viable	V	0.0	0.115	0.138	0.432	0.367
SPAC1805.03c	trm13	viable	V	0.0	0.047	0.13	-0.035	0.106
SPAC1805.04	nup132	viable	V	0.0	-0.056	0.065	0.253	0.897
SPAC1805.05	cki3	viable	V	0.0	0.076	-0.376	0.015	-0.355
SPAC1805.06c	hem2	viable	V	0.0	0.688	3.452	4.718	5.836
SPAC1805.07c	dad2	viable	V	0.0	0.089	0.318	0.647	1.156
SPAC1805.08	dlc1	viable	V	0.0	0.106	0.204	-0.066	-0.032
SPAC1805.10	ccz1	viable	V	0.0	0.169	0.013	0.091	0.384
SPAC1805.11c	rps2602	viable	V	0.0	1.178	6.799	5.801	7.441
SPAC1805.12c	ubi2	viable	V	0.0	0.224	0.851	1.439	1.856
SPAC1805.13	rpl14	viable	V	0.0	6.833	6.167	5.166	6.039
SPAC1805.14	SPAC1805.14	viable	V	0.0	0.047	0.193	0.405	0.39
SPAC1805.15c	pub2	viable	V	0.0	-0.113	-0.009	-0.048	-0.072
SPAC1805.16c	SPAC1805.16c	viable	V	0.0	0.016	-0.032	-0.007	-0.058
SPAC1805.17	crm1	inviable	E	0.0	2.095	5.206	5.87	6.824
SPAC1805.18	pop6	unknown	Not_determined	0.0	1.59	3.275	5.027	5.435
SPAC1834.01	erf1	inviable	E	0.0	2.796	4.841	5.209	6.585
SPAC1834.02	aro1	inviable	E	0.0	3.75	5.962	5.504	6.74
SPAC1834.05	alg9	viable	V	0.0	-0.324	-0.056	0.55	1.463
SPAC1834.06c	pmo25	inviable	E	0.0	1.254	3.269	5.249	6.23
SPAC1834.07	klp3	viable	V	0.0	0.076	0.101	0.117	0.111
SPAC1834.08	mak1	viable	V	0.0	0.037	0.031	0.047	0.048
SPAC1834.09	whr1	viable	V	0.0	-0.073	-0.066	0.026	-0.056
SPAC1834.10c	SPAC1834.10c	viable	V	0.0	0.136	0.388	0.19	0.127
SPAC1834.11c	sec18	inviable	E	0.0	4.052	6.422	5.906	6.444
SPAC1851.02	slc1	viable	V	0.0	-0.072	0.307	0.417	0.977
SPAC1851.03	ckb1	condition-dependent	V	0.0	0.053	0.62	1.051	3.61
SPAC1851.04c	ric1	viable	V	0.0	0.193	1.56	2.833	4.365
SPAC186.01	pfl9	viable	V	0.0	0.091	2.303	0.414	0.877
SPAC186.02c	SPAC186.02c	viable	V	0.0	0.483	0.243	0.529	1.077
SPAC186.03	SPAC186.03	viable	V	0.0	1.305	-0.49	-0.396	0.4
SPAC186.04c	SPAC186.04c	unknown	Not_determined	0.0	0.541	0.163	0.248	0.182
SPAC186.05c	gdt1	viable	V	0.0	0.239	0.024	0.272	-0.26
SPAC186.06	SPAC186.06	viable	V	0.0	2.342	1.751	1.131	1.179
SPAC186.07c	SPAC186.07c	viable	V	0.0	0.229	0.376	0.176	0.092
SPAC186.09	pdc102	viable	V	0.0	0.705	0.452	0.1	0.249
SPAC18B11.02c	pus9	viable	V	0.0	-0.023	0.103	-0.013	0.042
SPAC18B11.03c	SPAC18B11.03c	viable	V	0.0	0.023	0.069	0.188	0.212
SPAC18B11.04	ncs1	viable	V	0.0	-0.07	0.105	0.193	0.237
SPAC18B11.05	gpi18	inviable	E	0.0	0.574	3.341	4.454	5.714
SPAC18B11.06	lcp5	inviable	E	0.0	2.667	6.032	6.357	6.927
SPAC18B11.07c	rhp6	viable	V	0.0	0.995	1.904	3.634	4.176
SPAC18B11.08c	pat10	viable	V	0.0	0.034	-0.108	0.083	0.003
SPAC18B11.09c	SPAC18B11.09c	viable	V	0.0	0.369	-0.111	-0.069	-0.052
SPAC18B11.11	SPAC18B11.11	condition-dependent	E	0.0	0.256	0.453	1.215	1.558
SPAC18G6.01c	aim18	viable	V	0.0	-0.094	0.231	0.252	0.032
SPAC18G6.02c	chp1	viable	V	0.0	0.081	0.124	0.136	0.189
SPAC18G6.03	ypt3	inviable	E	0.0	2.595	5.305	5.759	6.364
SPAC18G6.05c	gcn1	viable	V	0.0	0.232	1.368	0.854	1.071
SPAC18G6.07c	mra1	inviable	E	0.0	2.28	4.111	6.057	6.589
SPAC18G6.10	lem2	viable	V	0.0	0.13	0.311	0.515	1.435
SPAC18G6.11c	rrn3	inviable	E	0.0	2.402	5.709	5.204	6.87
SPAC18G6.12c	SPAC18G6.12c	viable	V	0.0	-0.234	-0.27	-0.053	-0.412
SPAC18G6.13	SPAC18G6.13	viable	V	0.0	0.008	0.08	0.168	0.68
SPAC18G6.15	mal3	viable	V	0.0	0.195	0.262	0.115	0.311
SPAC1952.01	gab1	inviable	E	0.0	1.413	4.032	5.897	6.666
SPAC1952.02	tma23	viable	V	0.0	0.252	-0.436	-0.198	-0.241
SPAC1952.03	otu2	viable	V	0.0	0.25	-0.082	1.196	0.653
SPAC1952.04c	SPAC1952.04c	unknown	Not_determined	0.0	-0.493	-0.186	-0.096	0.175
SPAC1952.05	gcn5	viable	V	0.0	0.284	1.336	1.103	3.006
SPAC1952.06c	SPAC1952.06c	viable	V	0.0	0.081	0.132	0.035	0.088
SPAC1952.07	rad1	viable	V	0.0	0.058	0.148	0.287	1.304
SPAC1952.09c	ach1	viable	V	0.0	0.2	-0.054	-0.019	-0.18
SPAC1952.10c	SPAC1952.10c	viable	V	0.0	-0.136	0.015	-0.01	0.087
SPAC1952.12c	csn71	viable	V	0.0	0.489	-0.049	0.12	0.174
SPAC1952.13	ned1	inviable	E	0.0	1.425	3.595	5.345	6.617
SPAC1952.14c	mrpl25	inviable	E	0.0	0.345	1.23	3.854	5.094
SPAC1952.15c	rec24	viable	V	0.0	0.164	0.023	0.072	-0.077
SPAC1952.16	rga9	viable	V	0.0	-0.056	0.032	0.125	0.014
SPAC1952.17c	tbc13	viable	V	0.0	0.025	0.979	0.762	0.949
SPAC19A8.01c	sec73	viable	V	0.0	-0.104	-0.102	-0.072	-0.096
SPAC19A8.02	ltc2	viable	V	0.0	0.144	0.138	0.135	0.049
SPAC19A8.03	ymr1	viable	V	0.0	0.104	0.479	0.21	5.7
SPAC19A8.04	erg5	viable	V	0.0	0.024	0.204	0.28	0.359
SPAC19A8.05c	sst4	viable	V	0.0	0.301	0.163	0.448	0.115
SPAC19A8.06	pbr1	inviable	E	0.0	1.754	4.815	5.536	7.32
SPAC19A8.07c	imp4	inviable	E	0.0	1.988	4.473	5.238	6.164
SPAC19A8.08	upf2	viable	V	0.0	0.345	0.37	0.572	0.506
SPAC19A8.09	yos1	inviable	E	0.0	2.963	4.549	5.911	7.029
SPAC19A8.10	rfp1	viable	V	0.0	-0.06	0.302	0.202	0.17
SPAC19A8.11c	irc6	viable	V	0.0	0.316	1.662	2.005	3.087
SPAC19A8.12	dcp2	inviable	E	0.0	0.345	2.262	3.64	5.95
SPAC19A8.13	usp101	inviable	E	0.0	0.416	3.109	5.497	6.602
SPAC19A8.14	pth2	viable	V	0.0	0.184	0.384	0.16	0.128
SPAC19A8.15	trp2	inviable	E	0.0	3.173	5.787	5.461	6.235
SPAC19A8.16	prl65	viable	Not_determined	0.0	-0.077	-0.005	0.019	0.0
SPAC19B12.01	ceo5	inviable	E	0.0	1.851	5.236	5.454	6.406
SPAC19B12.02c	gas1	condition-dependent	E	0.0	2.536	4.141	6.544	5.964
SPAC19B12.03	bgs3	inviable	E	0.0	2.427	4.001	5.834	6.367
SPAC19B12.05c	fcp1	inviable	E	0.0	0.899	3.118	5.203	5.941
SPAC19B12.06c	rbd4	viable	V	0.0	0.057	-0.016	0.164	-0.008
SPAC19B12.07c	SPAC19B12.07c	viable	V	0.0	-0.089	-0.096	-0.18	-0.014
SPAC19B12.08	atg4	viable	V	0.0	0.134	0.23	0.213	0.286
SPAC19B12.09	srp14	unknown	Not_determined	0.0	0.34	1.167	3.184	5.13
SPAC19B12.10	sst2	viable	V	0.0	0.083	0.098	0.094	0.056
SPAC19D5.01	pyp2	viable	V	0.0	0.097	-0.909	0.162	0.078
SPAC19D5.03	cid1	viable	V	0.0	0.042	-0.233	-0.09	-0.118
SPAC19D5.04	ptr1	inviable	E	0.0	1.984	4.78	5.582	6.406
SPAC19D5.05c	imp3	inviable	E	0.0	0.006	-0.28	-0.447	-0.449
SPAC19D5.06c	din1	viable	V	0.0	-0.06	0.07	-0.03	-0.021
SPAC19D5.07	uga1	viable	V	0.0	0.008	0.489	0.579	0.315
SPAC19D5.09c	Tf2-8	unknown	Not_determined	0.0	-0.051	0.115	-0.061	0.159
SPAC19D5.11c	ctf8	viable	V	0.0	-0.061	-0.293	0.031	0.303
SPAC19E9.01c	nup40	viable	V	0.0	0.388	0.329	0.206	0.936
SPAC19E9.02	fin1	viable	V	0.0	0.287	0.345	0.55	0.697
SPAC19E9.03	pas1	viable	V	0.0	0.059	0.18	0.039	0.224
SPAC19G12.01c	cut20	inviable	E	0.0	0.808	3.342	5.31	6.153
SPAC19G12.02c	pms1	viable	V	0.0	-0.09	0.451	-0.063	0.062
SPAC19G12.03	cda1	viable	V	0.0	-0.578	-0.037	0.024	0.202
SPAC19G12.04	dal1	viable	V	0.0	0.142	0.251	-0.028	0.111
SPAC19G12.05	mce1	viable	V	0.0	-0.04	-0.078	-0.175	-0.14
SPAC19G12.07c	rsd1	inviable	E	0.0	0.328	1.874	4.395	5.911
SPAC19G12.08	scs7	viable	V	0.0	0.081	0.74	1.251	1.817
SPAC19G12.09	SPAC19G12.09	viable	V	0.0	0.08	-0.046	-0.035	-0.046
SPAC19G12.10c	cpy1	viable	V	0.0	0.136	0.21	0.206	0.203
SPAC19G12.11	coq9	condition-dependent	V	0.0	0.001	0.222	0.976	1.378
SPAC19G12.12	dlp1	condition-dependent	V	0.0	0.263	0.906	0.351	1.269
SPAC19G12.13c	poz1	viable	V	0.0	-0.08	-0.093	0.161	0.427
SPAC19G12.14	its3	inviable	E	0.0	2.644	5.483	5.867	6.584
SPAC19G12.15c	tpp1	viable	V	0.0	0.028	0.05	0.294	0.425
SPAC19G12.16c	adg2	viable	V	0.0	0.036	0.094	-0.023	0.04
SPAC19G12.17	erh1	viable	Not_determined	0.0	-0.304	-0.704	-0.207	0.105
SPAC1A6.01c	rqt4	viable	V	0.0	-0.053	0.0	0.1	0.206
SPAC1A6.03c	plb3	viable	V	0.0	0.213	0.016	0.344	0.448
SPAC1A6.04c	plb1	viable	V	0.0	0.06	0.134	0.126	0.136
SPAC1A6.05c	ptl3	viable	V	0.0	-0.28	-0.178	-0.278	-0.071
SPAC1A6.06c	meu31	viable	V	0.0	5.768	5.075	2.659	0.306
SPAC1A6.08c	mug125	viable	V	0.0	-0.124	-0.11	0.058	-0.168
SPAC1A6.09c	lag1	viable	V	0.0	0.038	0.082	0.081	-0.016
SPAC1A6.10	tcd1	viable	V	0.0	0.144	-0.07	0.21	0.063
SPAC1A6.11	SPAC1A6.11	unknown	Not_determined	0.0	0.057	-0.022	0.13	-0.077
SPAC1B1.01	deb1	inviable	E	0.0	1.804	3.843	5.332	6.02
SPAC1B1.02c	SPAC1B1.02c	viable	V	0.0	-0.132	0.06	0.08	-0.002
SPAC1B1.03c	kap95	inviable	E	0.0	2.722	5.658	5.968	6.462
SPAC1B1.04c	pan3	viable	V	0.0	0.049	0.325	0.765	1.052
SPAC1B2.02c	ugo1	viable	V	0.0	0.073	0.459	1.109	1.799
SPAC1B2.03c	elo2	condition-dependent	V	0.0	2.259	3.597	5.332	6.53
SPAC1B2.04	cox6	viable	V	0.0	0.056	0.787	0.625	1.358
SPAC1B2.05	mcm5	inviable	E	0.0	1.293	4.396	5.174	6.492
SPAC1B3.01c	SPAC1B3.01c	viable	V	0.0	-0.038	0.045	0.059	0.206
SPAC1B3.03c	wis2	condition-dependent	V	0.0	0.446	0.8	1.296	1.604
SPAC1B3.04c	guf1	viable	V	0.0	-0.031	-0.099	0.061	-0.081
SPAC1B3.05	not3	viable	V	0.0	0.272	0.302	0.997	1.026
SPAC1B3.06c	SPAC1B3.06c	viable	V	0.0	0.122	0.278	0.008	0.222
SPAC1B3.07c	vps28	viable	V	0.0	-0.161	0.028	0.18	0.343
SPAC1B3.08	SPAC1B3.08	viable	V	0.0	-0.076	-0.006	0.017	0.175
SPAC1B3.09c	noc202	inviable	E	0.0	2.187	4.871	5.542	6.102
SPAC1B3.10c	hrd302	viable	V	0.0	0.091	0.023	0.903	0.035
SPAC1B3.11c	ypt4	viable	V	0.0	0.131	-0.133	0.135	0.116
SPAC1B3.13	nan1	inviable	E	0.0	1.823	4.621	5.756	6.345
SPAC1B3.14	vma3	condition-dependent	E	0.0	1.643	2.671	3.878	4.616
SPAC1B3.15c	SPAC1B3.15c	viable	V	0.0	-0.017	0.003	-0.083	-0.032
SPAC1B3.16c	vht1	condition-dependent	V	0.0	0.918	2.012	3.202	3.853
SPAC1B3.17	clr2	viable	V	0.0	0.262	-0.074	0.264	0.499
SPAC1B3.18c	mrps18	inviable	E	0.0	0.481	0.811	3.174	4.728
SPAC1B3.20	SPAC1B3.20	viable	V	0.0	0.166	0.298	0.124	0.122
SPAC1B9.02c	sck1	viable	V	0.0	0.194	0.136	0.183	0.271
SPAC1B9.03c	SPAC1B9.03c	inviable	E	0.0	2.165	6.914	5.861	7.253
SPAC1D4.01	tls1	viable	V	0.0	0.292	0.012	0.47	0.544
SPAC1D4.02c	grh1	viable	V	0.0	-0.107	0.182	0.032	0.078
SPAC1D4.03c	aut12	viable	V	0.0	0.088	0.091	0.619	0.606
