Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPAC1610.04	mmc1	viable	V	0.011	0.091	0.143	0.159	0.163
SPAC1635.01	por1	viable	V	0.09	0.284	0.543	0.812	1.011
SPAC1639.01c	elo1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1639.02c	trk2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC167.01	ire1	viable	V	0.011	0.095	0.15	0.167	0.17
SPAC167.02	ptb1	inviable	E	0.028	2.05	5.133	6.381	6.663
SPAC167.03c	snu66	inviable	E	0.414	3.477	5.482	6.108	6.24
SPAC167.04	pam17	viable	V	0.005	0.0	0.0	0.0	0.0
SPAC167.05	dbs2	viable	V	0.047	0.164	0.33	0.506	0.637
SPAC167.07c	hul5	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC167.08	Tf2-2	unknown	Not_determined	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC167.09	pga1	unknown	Not_determined	0.0	0.407	3.139	5.096	5.61
SPAC1687.01	rpc19	inviable	E	0.015	1.486	4.224	5.492	5.804
SPAC1687.02	rce1	inviable	E	0.0	0.0	0.201	3.228	5.624
SPAC1687.03c	rfc4	inviable	E	0.0	0.103	1.515	4.397	6.314
SPAC1687.04	mcb1	inviable	E	0.013	1.49	4.183	5.376	5.657
SPAC1687.05	pli1	viable	V	0.001	0.038	0.261	0.685	1.042
SPAC1687.08	SPAC1687.08	viable	V	0.019	0.079	0.174	0.278	0.356
SPAC1687.09	irs4	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC1687.10	mcp1	viable	V	0.0	0.002	0.004	0.004	0.004
SPAC1687.11	spb1	inviable	E	0.143	2.512	4.641	5.369	5.526
SPAC1687.12c	coq4	condition-dependent	V	0.04	0.176	0.394	0.637	0.818
SPAC1687.13c	csn5	viable	V	0.0	0.0	0.0	0.124	1.622
SPAC1687.15	gsk3	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1687.16c	erg31	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1687.17c	SPAC1687.17c	viable	V	0.009	0.001	0.0	0.0	0.0
SPAC1687.18c	ssl3	inviable	E	0.009	0.487	2.194	4.147	5.226
SPAC1687.19c	qtr1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1687.20c	mis6	inviable	E	0.0	0.088	1.259	3.76	5.525
SPAC1687.21	SPAC1687.21	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1687.22c	puf3	viable	V	-0.004	-0.028	-0.047	-0.054	-0.056
SPAC1687.23c	SPAC1687.23c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC16A10.01	SPAC16A10.01	viable	V	-0.012	-0.102	-0.161	-0.18	-0.184
SPAC16A10.02	sub1	viable	V	0.014	0.002	0.0	0.0	0.0
SPAC16A10.03c	SPAC16A10.03c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC16A10.04	rho4	viable	V	0.004	0.0	0.0	0.0	0.0
SPAC16A10.06c	nse2	inviable	E	0.003	0.235	1.467	3.551	5.132
SPAC16A10.07c	taz1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC16A10.08c	mug74	unknown	Not_determined	0.002	0.008	0.015	0.023	0.028
SPAC16C9.02c	mta1	viable	V	0.0	0.0	0.011	0.479	1.453
SPAC16C9.03	nmd3	inviable	E	0.239	2.885	4.918	5.582	5.723
SPAC16C9.04c	mot2	viable	V	0.004	0.138	0.747	1.788	2.638
SPAC16C9.05	cph1	condition-dependent	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC16C9.06c	upf1	viable	V	0.016	0.068	0.147	0.236	0.301
SPAC16C9.07	pom2	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC16E8.01	shd1	viable	V	-0.011	-0.0	-0.0	-0.0	-0.0
SPAC16E8.04c	aro7	inviable	E	0.045	2.069	4.69	5.694	5.918
SPAC16E8.06c	nop12	viable	V	0.034	0.282	0.445	0.496	0.507
SPAC16E8.07c	vph1	inviable	E	0.085	1.146	2.712	3.72	4.108
SPAC16E8.08	pos1	viable	V	0.01	0.001	0.0	0.0	0.0
SPAC16E8.09	scd1	viable	V	0.022	0.144	0.379	0.663	0.878
SPAC16E8.10c	rsm7	inviable	E	0.001	0.194	1.594	3.973	5.583
SPAC16E8.11c	tfb1	inviable	E	0.011	0.76	3.114	5.216	6.129
SPAC16E8.12c	png3	viable	V	-0.003	-0.029	-0.046	-0.051	-0.052
SPAC16E8.13	SPAC16E8.13	viable	V	0.028	0.088	0.168	0.251	0.313
SPAC16E8.14c	tae1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC16E8.15	tif45	inviable	E	0.296	2.086	4.219	5.593	6.161
SPAC16E8.16	sua7	inviable	E	0.191	2.946	5.293	6.082	6.252
SPAC16E8.17c	sca1	viable	V	0.002	0.659	2.336	3.154	3.347
SPAC16E8.18	SPAC16E8.18	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPAC16E8.18c	tam5	unknown	Not_determined	-0.02	-0.065	-0.124	-0.185	-0.231
SPAC1705.02	SPAC1705.02	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC1705.03c	ecm33	viable	V	0.0	0.0	0.067	0.625	1.344
SPAC1751.01c	gti1	viable	V	0.0	0.0	0.0	0.116	0.913
SPAC1751.02c	rsm19	inviable	E	0.001	0.172	1.437	3.674	5.252
SPAC1751.03	tif313	inviable	E	0.005	1.309	4.335	5.759	6.093
SPAC1751.04	loc1	viable	V	-0.001	-0.007	-0.012	-0.015	-0.016
SPAC1782.01	ecm29	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1782.02c	SPAC1782.02c	viable	V	0.006	0.001	0.0	0.0	0.0
SPAC1782.03	saf3	inviable	E	0.095	2.149	4.255	5.021	5.193
SPAC1782.04	cox24	viable	V	-0.018	-0.002	-0.0	-0.0	-0.0
SPAC1782.05	ypa2	viable	V	0.004	0.14	0.747	1.775	2.614
SPAC1782.06c	phb1	viable	V	0.012	0.077	0.135	0.163	0.172
SPAC1782.07	qcr8	viable	V	0.104	0.33	0.629	0.942	1.173
SPAC1782.08c	rex3	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC1782.09c	clp1	viable	V	0.045	0.143	0.273	0.408	0.508
SPAC1782.11	met14	viable	V	0.034	0.285	0.449	0.5	0.511
SPAC1783.01	SPAC1783.01	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC1783.02c	vps66	viable	V	0.004	0.132	0.697	1.648	2.423
SPAC1783.03	fta2	inviable	E	0.0	0.017	1.499	4.366	5.397
SPAC1783.04c	hst4	viable	V	0.015	0.286	1.178	2.51	3.563
SPAC1783.05	hrp1	viable	V	0.003	0.009	0.017	0.025	0.032
SPAC1783.06c	atg12	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1783.07c	pap1	viable	V	0.024	0.136	0.253	0.324	0.353
SPAC1783.08c	rpl1502	viable	V	0.001	0.674	2.993	4.262	4.572
SPAC1786.01c	ptl2	viable	V	0.003	0.0	0.0	0.0	0.0
SPAC1786.04	SPAC1786.04	viable	V	0.035	0.004	0.0	0.0	0.0
SPAC17A2.01	bsu1	viable	V	0.003	0.0	0.0	0.0	0.0
SPAC17A2.03c	vma6	inviable	E	0.152	1.027	2.436	3.76	4.54
SPAC17A2.04c	cns1	inviable	E	0.036	2.016	4.765	5.843	6.085
SPAC17A2.05	osm1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC17A2.06c	vps8	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC17A2.08c	ntr2	condition-dependent	E	0.23	1.564	3.246	4.418	4.94
SPAC17A2.09c	csx1	viable	V	0.0	0.003	0.005	0.005	0.005
SPAC17A2.10c	SPAC17A2.10c	viable	V	0.007	0.001	0.0	0.0	0.0
SPAC17A2.12	rrp1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC17A2.13c	rad25	viable	V	-0.009	-0.076	-0.12	-0.133	-0.136
SPAC17A2.14	mnr2	viable	V	0.023	0.159	0.384	0.595	0.719
SPAC17A5.01	pex6	viable	V	0.008	0.001	0.0	0.0	0.0
SPAC17A5.02c	dbr1	viable	V	0.042	0.82	1.549	1.802	1.857
SPAC17A5.04c	mde10	viable	V	-0.064	-0.011	-0.001	-0.0	-0.0
SPAC17A5.05c	SPAC17A5.05c	viable	V	0.017	0.002	0.0	0.0	0.0
SPAC17A5.06	ptr8	inviable	E	0.129	2.568	4.875	5.675	5.849
SPAC17A5.07c	ulp2	condition-dependent	V	0.0	0.006	0.801	2.561	3.225
SPAC17A5.08	erp2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC17A5.11	rec12	viable	V	-0.01	-0.083	-0.132	-0.147	-0.15
SPAC17A5.12	ucp7	inviable	E	0.069	2.127	4.438	5.285	5.471
SPAC17A5.13	fol2	inviable	E	0.006	1.026	3.612	5.08	5.491
SPAC17A5.14	exo2	viable	V	0.071	0.598	1.761	3.241	4.371
SPAC17A5.15c	gus1	inviable	E	0.296	3.337	5.604	6.338	6.494
SPAC17A5.16	ftp105	viable	V	0.015	0.233	0.666	1.039	1.222
SPAC17A5.18c	rec25	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC17A5.19	SPAC17A5.19	viable	Not_determined	0.001	0.0	0.0	0.0	0.0
SPAC17C9.01c	nuc2	inviable	E	0.001	0.976	4.079	5.755	6.168
SPAC17C9.02c	lys7	condition-dependent	V	0.0	0.0	0.0	0.067	0.878
SPAC17C9.03	tif471	inviable	E	0.092	2.503	5.072	5.998	6.201
SPAC17C9.05c	pmc3	viable	V	0.0	0.0	0.0	0.345	4.496
SPAC17C9.06	sam50	inviable	E	0.0	0.413	2.908	4.793	5.336
SPAC17C9.07	alg8	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC17C9.08	pnu1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC17C9.10	stm1	viable	V	0.032	0.101	0.193	0.289	0.36
SPAC17C9.11c	SPAC17C9.11c	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC17C9.12	scs22	viable	V	-0.009	-0.075	-0.118	-0.131	-0.134
SPAC17C9.13c	cut8	condition-dependent	V	0.05	1.083	3.124	4.679	5.338
SPAC17C9.14	pex19	viable	V	0.013	0.107	0.168	0.187	0.191
SPAC17C9.16c	mfs1	viable	V	0.002	0.0	0.0	0.0	0.0
SPAC17D4.01	pex7	viable	V	0.002	0.0	0.0	0.0	0.0
SPAC17D4.02	cdc45	inviable	E	0.303	2.309	4.609	5.982	6.507
SPAC17D4.03c	cis4	viable	V	0.0	0.0	0.0	0.0	0.0
SPAC17D4.04	trm401	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPAC17G6.03	SPAC17G6.03	viable	V	0.005	0.0	0.0	0.0	0.0
SPAC17G6.04c	cpp1	viable	V	0.0	0.003	0.338	2.307	4.496
SPAC17G6.05c	bro1	viable	V	-0.003	-0.025	-0.04	-0.044	-0.045
SPAC17G6.08	pep7	viable	V	-0.01	-0.001	-0.0	-0.0	-0.0
SPAC17G6.09	sec62	inviable	E	0.002	0.0	0.0	0.0	0.0
SPAC17G6.10	ssr1	inviable	E	0.002	0.152	1.081	2.884	4.406
SPAC17G6.11c	ghs2	inviable	E	0.097	1.896	4.245	5.411	5.756
SPAC17G6.12	cul1	inviable	E	0.031	0.498	1.913	3.958	5.564
SPAC17G6.13	slt1	viable	V	0.014	0.002	0.0	0.0	0.0
SPAC17G6.14c	uap56	inviable	E	0.094	2.456	4.943	5.835	6.03
SPAC17G6.15c	fsf1	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC17G6.16c	ysh1	inviable	E	0.009	1.436	4.361	5.699	6.015
SPAC17G6.17	pof8	viable	V	0.022	0.187	0.295	0.329	0.336
SPAC17G8.01c	trl1	inviable	E	0.034	2.131	5.157	6.36	6.63
SPAC17G8.02	urh2	inviable	E	0.003	0.0	0.0	0.0	0.0
SPAC17G8.03c	bur6	inviable	E	0.004	0.235	1.455	3.672	5.514
SPAC17G8.04c	arc5	inviable	E	0.092	2.458	4.971	5.875	6.073
SPAC17G8.05	med20	viable	V	0.0	0.001	0.164	0.968	1.623
SPAC17G8.06c	ilv3	viable	V	0.002	1.069	4.258	5.911	6.309
SPAC17G8.08c	gdt2	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC17G8.09	shg1	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC17G8.10c	dma1	viable	V	0.012	0.105	0.165	0.184	0.188
SPAC17G8.11c	imt3	viable	V	0.022	0.186	0.293	0.327	0.334
SPAC17G8.12	sec3	condition-dependent	E	0.0	0.082	2.162	4.696	5.477
SPAC17G8.13c	mst2	viable	V	0.017	0.134	0.215	0.242	0.248
SPAC17G8.14c	pck1	viable	V	0.014	0.0	0.0	0.0	0.0
SPAC17G8.15	wip1	condition-dependent	Not_determined	0.0	0.044	0.808	3.083	5.243
SPAC17H9.01	cid16	viable	V	-0.0	-0.0	-0.001	-0.001	-0.002
SPAC17H9.02	mtl1	inviable	E	0.003	0.169	1.101	2.832	4.279
SPAC17H9.03c	rdl1	viable	V	0.0	0.0	0.0	0.243	1.347
SPAC17H9.04c	dri1	viable	V	0.0	0.0	0.0	0.207	1.003
SPAC17H9.05	ebp2	inviable	E	0.009	1.397	4.071	5.247	5.517
SPAC17H9.06c	SPAC17H9.06c	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC17H9.07	srp21	inviable	E	0.023	0.538	2.098	4.021	5.26
SPAC17H9.08	leu5	viable	V	0.0	0.043	0.466	1.46	2.343
SPAC17H9.09c	ras1	viable	V	0.02	0.09	0.174	0.24	0.274
SPAC17H9.10c	ddb1	viable	V	0.063	0.691	1.796	2.742	3.221
SPAC17H9.12c	cyc2	viable	V	0.0	0.019	0.317	0.617	0.704
SPAC17H9.13c	pro2	viable	V	0.0	0.0	0.0	0.222	1.563
SPAC17H9.14c	pdi2	viable	V	0.026	0.084	0.16	0.24	0.299
SPAC17H9.17c	mdm10	inviable	E	0.027	0.479	1.902	3.974	5.589
SPAC17H9.18c	SPAC17H9.18c	viable	Not_determined	-0.011	-0.002	-0.0	-0.0	-0.0
SPAC17H9.19c	cdt2	viable	V	0.081	0.904	2.264	3.335	3.837
SPAC17H9.20	psc3	inviable	E	0.03	0.997	3.282	5.152	5.961
SPAC1805.01c	ppk6	viable	V	0.033	0.116	0.223	0.328	0.399
SPAC1805.03c	trm13	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC1805.04	nup132	viable	V	0.0	0.0	0.006	0.287	0.886
SPAC1805.05	cki3	viable	V	-0.004	-0.08	-0.174	-0.219	-0.232
SPAC1805.06c	hem2	viable	V	0.004	0.782	3.291	5.033	5.596
SPAC1805.07c	dad2	viable	V	0.002	0.059	0.314	0.743	1.093
SPAC1805.08	dlc1	viable	V	0.003	0.022	0.034	0.038	0.039
SPAC1805.10	ccz1	viable	V	0.022	0.071	0.136	0.203	0.253
SPAC1805.11c	rps2602	viable	V	0.01	1.713	5.198	6.764	7.127
SPAC1805.12c	ubi2	viable	V	0.017	0.257	0.831	1.459	1.842
SPAC1805.13	rpl14	viable	V	0.414	3.479	5.485	6.111	6.243
SPAC1805.14	SPAC1805.14	viable	V	0.037	0.128	0.247	0.364	0.444
SPAC1805.15c	pub2	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC1805.16c	SPAC1805.16c	viable	V	0.004	0.0	0.0	0.0	0.0
SPAC1805.17	crm1	inviable	E	0.072	2.13	4.929	6.205	6.544
SPAC1805.18	pop6	unknown	Not_determined	0.146	1.468	3.438	4.869	5.502
SPAC1834.01	erf1	inviable	E	0.303	2.615	4.803	5.808	6.108
SPAC1834.02	aro1	inviable	E	0.422	3.541	5.583	6.22	6.355
SPAC1834.05	alg9	viable	V	0.0	0.0	0.005	0.559	1.46
SPAC1834.06c	pmo25	inviable	E	0.091	1.21	3.37	5.282	6.257
SPAC1834.07	klp3	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1834.08	mak1	viable	V	0.003	0.025	0.04	0.045	0.046
SPAC1834.09	whr1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC1834.10c	SPAC1834.10c	viable	V	0.016	0.134	0.212	0.236	0.241
SPAC1834.11c	sec18	inviable	E	0.438	3.68	5.803	6.465	6.605
SPAC1851.02	slc1	viable	V	0.0	0.026	0.207	0.577	0.894
SPAC1851.03	ckb1	condition-dependent	V	0.0	0.0	0.019	1.118	3.592
SPAC1851.04c	ric1	viable	V	0.017	0.334	1.401	3.011	4.287
SPAC186.01	pfl9	viable	V	0.028	0.463	0.845	0.975	1.003
SPAC186.02c	SPAC186.02c	viable	V	0.062	0.349	0.648	0.829	0.902
SPAC186.03	SPAC186.03	viable	V	0.005	0.015	0.028	0.042	0.052
SPAC186.04c	SPAC186.04c	unknown	Not_determined	0.019	0.159	0.251	0.279	0.286
SPAC186.05c	gdt1	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC186.06	SPAC186.06	viable	V	0.106	0.893	1.408	1.569	1.603
SPAC186.07c	SPAC186.07c	viable	V	0.016	0.132	0.208	0.232	0.237
SPAC186.09	pdc102	viable	V	0.025	0.214	0.337	0.376	0.384
SPAC18B11.02c	pus9	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC18B11.03c	SPAC18B11.03c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC18B11.04	ncs1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC18B11.05	gpi18	inviable	E	0.007	0.753	3.048	4.869	5.564
SPAC18B11.06	lcp5	inviable	E	0.105	2.797	5.644	6.667	6.891
SPAC18B11.07c	rhp6	viable	V	0.098	0.833	2.155	3.447	4.213
SPAC18B11.08c	pat10	viable	V	0.007	0.0	0.0	0.0	0.0
SPAC18B11.09c	SPAC18B11.09c	viable	V	-0.002	-0.008	-0.015	-0.02	-0.024
SPAC18B11.11	SPAC18B11.11	condition-dependent	E	0.015	0.173	0.583	1.141	1.573
SPAC18G6.01c	aim18	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0
SPAC18G6.02c	chp1	viable	V	0.012	0.068	0.125	0.159	0.172
SPAC18G6.03	ypt3	inviable	E	0.124	2.665	5.14	6.007	6.196
SPAC18G6.05c	gcn1	viable	V	0.014	0.435	0.915	1.091	1.13
SPAC18G6.07c	mra1	inviable	E	0.272	2.044	4.339	5.925	6.617
SPAC18G6.10	lem2	viable	V	0.0	0.002	0.116	0.703	1.354
SPAC18G6.11c	rrn3	inviable	E	0.092	2.545	5.182	6.134	6.343
SPAC18G6.12c	SPAC18G6.12c	viable	V	-0.018	-0.15	-0.236	-0.263	-0.269
SPAC18G6.13	SPAC18G6.13	viable	V	0.0	0.0	0.004	0.211	0.667
SPAC18G6.15	mal3	viable	V	0.017	0.14	0.221	0.246	0.252
SPAC1952.01	gab1	inviable	E	0.052	1.404	4.042	5.89	6.603
SPAC1952.02	tma23	viable	V	0.037	0.006	0.0	0.0	0.0
SPAC1952.03	otu2	viable	V	0.0	0.001	0.21	0.737	0.946
SPAC1952.04c	SPAC1952.04c	unknown	Not_determined	-0.008	-0.065	-0.103	-0.115	-0.117
SPAC1952.05	gcn5	viable	V	0.045	0.344	0.972	1.755	2.351
SPAC1952.06c	SPAC1952.06c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1952.07	rad1	viable	V	0.0	0.0	0.001	0.307	1.299
SPAC1952.09c	ach1	viable	V	0.023	0.003	0.0	0.0	0.0
SPAC1952.10c	SPAC1952.10c	viable	V	0.002	0.007	0.013	0.019	0.024
SPAC1952.12c	csn71	viable	V	0.011	0.095	0.15	0.167	0.171
SPAC1952.13	ned1	inviable	E	0.149	1.389	3.56	5.534	6.614
SPAC1952.14c	mrpl25	inviable	E	0.0	0.062	1.326	3.78	5.127
SPAC1952.15c	rec24	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC1952.16	rga9	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPAC1952.17c	tbc13	viable	V	0.001	0.22	0.696	0.914	0.965
SPAC19A8.01c	sec73	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC19A8.02	ltc2	viable	V	-0.005	-0.0	-0.0	-0.0	-0.0
SPAC19A8.03	ymr1	viable	V	0.0	0.0	0.0	0.436	5.686
SPAC19A8.04	erg5	viable	V	0.03	0.098	0.187	0.279	0.346
SPAC19A8.05c	sst4	viable	V	0.019	0.158	0.25	0.278	0.284
SPAC19A8.06	pbr1	inviable	E	0.178	1.858	4.383	6.209	7.009
SPAC19A8.07c	imp4	inviable	E	0.127	1.987	4.347	5.566	5.947
SPAC19A8.08	upf2	viable	V	0.035	0.292	0.461	0.513	0.524
SPAC19A8.09	yos1	inviable	E	0.454	2.566	4.805	6.184	6.745
SPAC19A8.10	rfp1	viable	V	0.003	0.083	0.173	0.207	0.214
SPAC19A8.11c	irc6	viable	V	0.045	0.481	1.376	2.308	2.874
SPAC19A8.12	dcp2	inviable	E	0.027	0.483	1.936	4.08	5.772
SPAC19A8.13	usp101	inviable	E	0.001	0.493	3.028	5.517	6.529
SPAC19A8.14	pth2	viable	V	0.016	0.133	0.209	0.233	0.238
SPAC19A8.15	trp2	inviable	E	0.297	3.19	5.303	5.983	6.127
SPAC19A8.16	prl65	viable	Not_determined	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC19B12.01	ceo5	inviable	E	0.033	2.01	4.828	5.943	6.193
SPAC19B12.02c	gas1	condition-dependent	E	0.239	2.28	4.586	5.829	6.252
SPAC19B12.03	bgs3	inviable	E	0.334	2.122	4.266	5.717	6.352
SPAC19B12.05c	fcp1	inviable	E	0.017	0.868	3.179	5.125	5.955
SPAC19B12.06c	rbd4	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC19B12.07c	SPAC19B12.07c	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC19B12.08	atg4	viable	V	0.016	0.137	0.216	0.24	0.246
SPAC19B12.09	srp14	unknown	Not_determined	0.001	0.142	1.165	3.29	5.118
SPAC19B12.10	sst2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC19D5.01	pyp2	viable	V	-0.011	-0.092	-0.146	-0.162	-0.166
SPAC19D5.03	cid1	viable	V	0.007	0.001	0.0	0.0	0.0
SPAC19D5.04	ptr1	inviable	E	0.074	2.008	4.66	5.909	6.252
SPAC19D5.05c	imp3	inviable	E	-0.0	-0.053	-0.285	-0.425	-0.46
SPAC19D5.06c	din1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC19D5.07	uga1	viable	V	0.001	0.135	0.365	0.462	0.484
SPAC19D5.09c	Tf2-8	unknown	Not_determined	-0.005	-0.001	-0.0	-0.0	-0.0
SPAC19D5.11c	ctf8	viable	V	0.0	0.0	0.0	0.0	0.0
SPAC19E9.01c	nup40	viable	V	0.06	0.191	0.365	0.547	0.681
SPAC19E9.02	fin1	viable	V	0.058	0.198	0.381	0.562	0.687
SPAC19E9.03	pas1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC19G12.01c	cut20	inviable	E	0.01	0.822	3.302	5.383	6.231
SPAC19G12.02c	pms1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC19G12.03	cda1	viable	V	0.003	0.0	0.0	0.0	0.0
SPAC19G12.04	dal1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC19G12.05	mce1	viable	V	0.002	0.0	0.0	0.0	0.0
SPAC19G12.07c	rsd1	inviable	E	0.002	0.287	1.916	4.362	5.925
SPAC19G12.08	scs7	viable	V	0.008	0.167	0.664	1.324	1.784
SPAC19G12.09	SPAC19G12.09	viable	V	0.011	0.001	0.0	0.0	0.0
SPAC19G12.10c	cpy1	viable	V	0.015	0.122	0.192	0.214	0.219
SPAC19G12.11	coq9	condition-dependent	V	0.0	0.002	0.243	0.972	1.377
SPAC19G12.12	dlp1	condition-dependent	V	0.093	0.294	0.561	0.839	1.045
SPAC19G12.13c	poz1	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0
SPAC19G12.14	its3	inviable	E	0.11	2.663	5.265	6.189	6.39
SPAC19G12.15c	tpp1	viable	V	0.006	0.052	0.154	0.286	0.386
SPAC19G12.16c	adg2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC19G12.17	erh1	viable	Not_determined	-0.019	-0.162	-0.256	-0.285	-0.291
SPAC1A6.01c	rqt4	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPAC1A6.03c	plb3	viable	V	0.035	0.11	0.21	0.315	0.392
SPAC1A6.04c	plb1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1A6.05c	ptl3	viable	V	-0.014	-0.12	-0.189	-0.211	-0.215
SPAC1A6.06c	meu31	viable	V	0.21	1.759	2.774	3.09	3.157
SPAC1A6.08c	mug125	viable	V	0.002	0.0	0.0	0.0	0.0
SPAC1A6.09c	lag1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1A6.10	tcd1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1A6.11	SPAC1A6.11	unknown	Not_determined	0.003	0.028	0.045	0.05	0.051
SPAC1B1.01	deb1	inviable	E	0.158	1.71	3.89	5.326	5.902
SPAC1B1.02c	SPAC1B1.02c	viable	V	0.002	0.009	0.017	0.024	0.028
SPAC1B1.03c	kap95	inviable	E	0.135	2.792	5.344	6.234	6.428
SPAC1B1.04c	pan3	viable	V	0.002	0.072	0.351	0.758	1.047
SPAC1B2.02c	ugo1	viable	V	0.001	0.067	0.448	1.165	1.765
SPAC1B2.03c	elo2	condition-dependent	V	0.307	1.686	3.664	5.43	6.452
SPAC1B2.04	cox6	viable	V	0.032	0.204	0.53	0.923	1.219
SPAC1B2.05	mcm5	inviable	E	0.021	1.391	4.148	5.692	6.151
SPAC1B3.01c	SPAC1B3.01c	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0
SPAC1B3.03c	wis2	condition-dependent	V	0.089	0.395	0.841	1.291	1.594
SPAC1B3.04c	guf1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC1B3.05	not3	viable	V	0.031	0.194	0.492	0.833	1.079
SPAC1B3.06c	SPAC1B3.06c	viable	V	0.012	0.099	0.156	0.174	0.178
SPAC1B3.07c	vps28	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPAC1B3.08	SPAC1B3.08	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPAC1B3.09c	noc202	inviable	E	0.074	2.187	4.728	5.746	5.989
SPAC1B3.10c	hrd302	viable	V	0.0	0.048	0.248	0.366	0.396
SPAC1B3.11c	ypt4	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC1B3.13	nan1	inviable	E	0.059	1.843	4.538	5.892	6.281
SPAC1B3.14	vma3	condition-dependent	E	0.29	1.384	2.789	3.955	4.595
SPAC1B3.15c	SPAC1B3.15c	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC1B3.16c	vht1	condition-dependent	V	0.116	0.849	2.059	3.192	3.849
SPAC1B3.17	clr2	viable	V	0.033	0.104	0.198	0.296	0.369
SPAC1B3.18c	mrps18	inviable	E	0.0	0.037	0.926	3.162	4.712
SPAC1B3.20	SPAC1B3.20	viable	V	0.013	0.11	0.173	0.193	0.197
