gene_systematic_id	gene_name	type	evidence	qualifier	extension	reference	taxon	date
SPAC10F6.06	vip1	RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC10F6.06	vip1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC10F6.06	vip1	RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC10F6.06	vip1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC10F6.06	vip1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC10F6.06	vip1	RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC10F6.06	vip1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC10F6.06	vip1	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC10F6.07c	mug94	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC10F6.08c	nht1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC10F6.09c	psm3	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC10F6.10	rio1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC10F6.10	rio1	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC10F6.11c	atg17	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC10F6.12c	mam4	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC10F6.12c	mam4	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC10F6.12c	mam4	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC10F6.12c	mam4	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC10F6.12c	mam4	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC10F6.12c	mam4	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC10F6.13c	caa1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC10F6.13c	caa1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC10F6.13c	caa1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC10F6.13c	caa1	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC10F6.15		protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC10F6.16	igo1	protein	western blot evidence used in manual assertion	increased	during(GO:0006995)	PMID:26776736	4896	2016-06-21
SPAC10F6.16	igo1	protein	western blot evidence used in manual assertion	present	during(GO:0072690)	PMID:26776736	4896	2016-06-21
SPAC10F6.16	igo1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC10F6.16	igo1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC10F6.16	igo1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC10F6.17c	ptc5	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC110.01	ppk1	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC110.01	ppk1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC110.01	ppk1	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC110.01	ppk1	RNA	reverse transcription polymerase chain reaction transcription evidence	increased	during(GO:0072690)	PMID:23143934	4896	2014-04-01
SPAC110.01	ppk1	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC110.02	pds5	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC110.03	cdc42	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC110.04c	pss1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC110.04c	pss1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC110.04c	pss1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC110.04c	pss1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0034605)	PMID:9524252	4896	2014-09-25
SPAC110.04c	pss1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0006995)	PMID:9524252	4896	2014-09-25
SPAC110.04c	pss1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC110.04c	pss1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:9524252	4896	2014-09-25
SPAC110.06		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC1142.04	noc201	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC1142.04	noc201	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC1142.04	noc201	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC1142.04	noc201	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC1142.04	noc201	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC1142.04	noc201	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC1142.04	noc201	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC1142.04	noc201	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC1142.04	noc201	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC1142.05	ctr5	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC1142.05	ctr5	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC1142.05	ctr5	RNA	northern assay evidence used in manual assertion	decreased	during(GO:0071280)	PMID:11274192	4896	2015-07-14
SPAC1142.05	ctr5	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC1142.05	ctr5	RNA	northern assay evidence used in manual assertion	increased	during(GO:0035874)	PMID:11274192	4896	2015-07-14
SPAC1142.05	ctr5	RNA	northern assay evidence used in manual assertion	increased	during(GO:0035874),during(GO:0051328)	PMID:24569997	4896	2017-09-14
SPAC1142.05	ctr5	RNA	northern assay evidence used in manual assertion	increased	during(GO:0035874),during(GO:0072690)	PMID:28572514	4896	2017-09-16
SPAC1142.05	ctr5	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC1142.05	ctr5	RNA	expression microarray evidence	increased	during(GO:0035874)	PMID:21828039	4896	2024-07-01
SPAC1142.06	get3	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC1142.06	get3	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC1142.06	get3	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC1142.07c	vps32	protein	microscopy evidence	present	during(GO:0000092)	PMID:37783794	4896	2023-10-05
SPAC1142.07c	vps32	protein	microscopy evidence	present	during(GO:0000080)	PMID:37783794	4896	2023-10-05
SPAC1142.07c	vps32	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC1142.08	fhl1	RNA	northern assay evidence used in manual assertion	constant	during(GO:0000278)	PMID:15302827	4896	2015-10-20
SPAC1142.08	fhl1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC11D3.01c		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC11D3.01c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11D3.01c		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC11D3.01c		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC11D3.01c		RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC11D3.01c		RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC11D3.01c		RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC11D3.01c		RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC11D3.01c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.01c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.01c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.02c		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC11D3.02c		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11D3.02c		protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC11D3.02c		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC11D3.02c		RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.02c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.02c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.02c		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC11D3.03c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11D3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.04c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11D3.04c		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC11D3.05	mfs2	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC11D3.05	mfs2	RNA	quantitative PCR	increased	in presence of(CHEBI:16240)	PMID:34352089	4896	2021-10-28
SPAC11D3.05	mfs2	RNA	quantitative PCR	increased	in presence of(CHEBI:25255)	PMID:34352089	4896	2021-10-28
SPAC11D3.06		RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.07c	toe4	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11D3.07c	toe4	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.08c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.08c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.08c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.08c		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC11D3.09	agm1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11D3.09	agm1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.09	agm1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC11D3.09	agm1	RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC11D3.09	agm1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.09	agm1	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC11D3.09	agm1	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC11D3.10		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.11c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.11c		RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-21
SPAC11D3.13	hsp3104	ribosomal density	ribosome profiling evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.13	hsp3104	RNA	quantitative PCR	increased	during(GO:0036227)	PMID:26624998	4896	2015-01-28
SPAC11D3.13	hsp3104	RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC11D3.13	hsp3104	RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC11D3.13	hsp3104	RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC11D3.13	hsp3104	RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC11D3.13	hsp3104	RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC11D3.13	hsp3104	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC11D3.13	hsp3104	RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC11D3.13	hsp3104	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.13	hsp3104	RNA	RNA-sequencing evidence	increased	during(GO:0006974)	PMID:33313903	4896	2021-01-11
SPAC11D3.14c	oxp2	ribosomal density	ribosome profiling evidence	decreased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.14c	oxp2	RNA	expression microarray evidence	decreased	in presence of(CHEBI:29016)	PMID:32896087	4896	2020-12-09
SPAC11D3.14c	oxp2	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.14c	oxp2	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.15	oxp1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC11D3.16c		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC11D3.16c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.16c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.16c		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC11D3.16c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.17		RNA	expression microarray evidence	decreased	in presence of(CHEBI:29016)	PMID:32896087	4896	2020-12-09
SPAC11D3.17		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.17		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.17		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC11D3.17		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC11D3.18c		protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC11D3.18c		ribosomal density	ribosome profiling evidence	decreased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC11D3.18c		RNA	expression microarray evidence	decreased	in presence of(CHEBI:29016)	PMID:32896087	4896	2020-12-09
SPAC11D3.18c		RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC11D3.18c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11D3.19		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11E3.02c	ync13	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC11E3.02c	ync13	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC11E3.02c	ync13	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC11E3.06	map1	RNA	northern assay evidence used in manual assertion	increased	in(CL:0002674),during(GO:0006995)	PMID:8668157	4896	2014-06-10
SPAC11E3.06	map1	RNA	northern assay evidence used in manual assertion	increased	in(CL:0002675),during(GO:0006995)	PMID:9003326	4896	2014-06-10
SPAC11E3.06	map1	RNA	northern assay evidence used in manual assertion	increased	in(CL:0002675),during(GO:0006995)	PMID:8668157	4896	2014-06-10
SPAC11E3.06	map1	RNA	northern assay evidence used in manual assertion	increased	in(CL:0002674),during(GO:0006995)	PMID:9003326	4896	2014-06-10
SPAC11E3.06	map1	RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC11E3.06	map1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC11E3.06	map1	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC11E3.06	map1	RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-21
SPAC11E3.06	map1	RNA	northern assay evidence used in manual assertion	present	in(CL:0002674),during(GO:0072690)	PMID:9003326	4896	2014-12-09
