Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAC14C4.07	SPAC14C4.07	viable	V	-0.011	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC14C4.08	mug5	viable	V	0.002	0.0	0.0	0.0	0.0	0.0	0.0
SPAC14C4.09	agn1	viable	V	0.003	0.022	0.033	0.037	0.038	0.038	0.038
SPAC14C4.10c	SPAC14C4.10c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC14C4.11	vtc2	viable	V	0.019	0.145	0.351	0.564	0.715	0.817	0.866
SPAC14C4.12c	laf1	viable	V	0.0	0.0	0.043	0.379	0.601	0.672	0.686
SPAC14C4.13	rad17	viable	V	0.0	0.014	0.099	0.322	0.614	0.917	1.112
SPAC14C4.14	atp1	viable	V	0.048	0.29	0.666	1.068	1.369	1.588	1.7
SPAC14C4.15c	dpp1	viable	V	-0.066	-0.47	-0.78	-0.924	-0.973	-0.991	-0.996
SPAC14C4.16	dad3	viable	V	0.0	0.0	0.015	0.181	0.61	1.19	1.578
SPAC1527.01	mok11	viable	V	0.017	0.159	0.234	0.256	0.261	0.262	0.262
SPAC1527.02	sft2	viable	V	0.0	0.005	0.208	1.015	1.905	2.53	2.793
SPAC1527.03	slr1	viable	V	-0.066	-0.015	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC1556.01c	rad50	viable	V	0.006	0.344	1.44	2.714	3.515	3.962	4.135
SPAC1556.02c	sdh1	viable	V	0.011	0.101	0.149	0.162	0.166	0.166	0.166
SPAC1556.03	azr1	viable	V	-0.037	-0.277	-0.449	-0.521	-0.544	-0.552	-0.553
SPAC1556.04c	cdd1	viable	V	0.0	0.012	0.1	0.164	0.183	0.187	0.188
SPAC1556.05c	cgr1	viable	V	0.105	1.272	2.837	3.934	4.449	4.688	4.77
SPAC1556.06	meu1	viable	V	0.051	0.467	0.686	0.75	0.765	0.768	0.769
SPAC1556.07	pmm1	inviable	E	0.192	1.768	2.599	2.841	2.896	2.909	2.911
SPAC1556.08c	cbs2	viable	V	0.037	0.16	0.358	0.613	0.856	1.082	1.23
SPAC1565.01	rcf2	viable	V	0.04	0.126	0.229	0.334	0.417	0.484	0.522
SPAC1565.02c	rga10	viable	V	0.101	0.927	1.363	1.49	1.518	1.525	1.527
SPAC1565.03	SPAC1565.03	viable	V	0.0	0.0	0.042	0.375	0.596	0.666	0.68
SPAC1565.04c	ste4	viable	V	0.004	0.387	0.846	1.013	1.053	1.063	1.064
SPAC1565.05	utp8	inviable	E	0.116	1.96	3.232	3.638	3.731	3.755	3.759
SPAC1565.06c	spg1	inviable	E	0.0	0.773	2.981	4.076	4.355	4.425	4.438
SPAC1565.07c	knd1	viable	V	0.0	0.179	0.572	0.749	0.794	0.805	0.807
SPAC1565.08	cdc48	inviable	E	0.043	1.593	3.155	3.744	3.895	3.935	3.943
SPAC15A10.01	atm1	condition-dependent	E	0.0	0.0	0.172	2.18	3.754	4.284	4.39
SPAC15A10.02	taf12	inviable	E	0.111	0.945	2.033	2.869	3.31	3.541	3.628
SPAC15A10.03c	rad54	viable	V	0.019	0.748	2.028	2.876	3.22	3.355	3.395
SPAC15A10.04c	zpr1	inviable	E	0.04	1.634	3.182	3.73	3.862	3.895	3.901
SPAC15A10.05c	mug182	viable	V	0.012	0.11	0.162	0.177	0.18	0.181	0.181
SPAC15A10.06	nhx1	viable	V	0.066	0.183	0.327	0.491	0.636	0.769	0.855
SPAC15A10.07	SPAC15A10.07	viable	V	0.018	0.047	0.081	0.12	0.155	0.187	0.208
SPAC15A10.08	ain1	viable	V	0.083	0.761	1.118	1.222	1.245	1.251	1.252
SPAC15A10.09c	pun1	viable	V	0.0	0.003	0.134	0.328	0.397	0.415	0.419
SPAC15A10.10	mde6	viable	V	-0.003	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC15A10.11	ubr11	viable	V	0.01	0.15	0.386	0.579	0.68	0.731	0.749
SPAC15A10.12c	tca17	inviable	E	0.0	0.095	1.533	3.428	4.245	4.526	4.594
SPAC15A10.13	ppk3	viable	V	0.0	0.079	0.511	0.787	0.862	0.881	0.885
SPAC15A10.15	sgo2	viable	V	0.0	0.0	0.0	0.0	0.0	0.232	1.715
SPAC15A10.16	bud6	viable	V	0.022	0.117	0.212	0.276	0.307	0.323	0.329
SPAC15E1.02c	SPAC15E1.02c	viable	V	0.0	0.0	0.111	0.504	0.694	0.749	0.76
SPAC15E1.04	hal3	viable	V	0.077	1.615	2.742	3.099	3.181	3.201	3.204
SPAC15E1.05c	ect1	viable	V	-0.016	-0.147	-0.217	-0.237	-0.241	-0.243	-0.243
SPAC15E1.06	vps29	viable	V	0.12	0.338	0.601	0.887	1.133	1.348	1.483
SPAC15E1.07c	moa1	viable	V	0.0	0.057	0.476	0.776	0.861	0.883	0.887
SPAC15E1.08	naa10	inviable	E	0.0	0.059	0.648	1.92	3.022	3.747	4.053
SPAC15E1.09	grx2	viable	V	0.0	0.0	0.0	0.029	0.278	0.829	1.242
SPAC15E1.10	fub1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC15F9.01c	glm1	viable	V	-0.007	-0.184	-0.325	-0.371	-0.381	-0.384	-0.384
SPAC15F9.02	seh1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC15F9.03c	nxt2	inviable	E	0.046	1.605	3.44	4.264	4.507	4.581	4.597
SPAC16.01	rho2	viable	V	0.0	0.04	0.352	0.581	0.647	0.663	0.666
SPAC16.02c	srp2	inviable	E	0.075	0.851	1.904	2.667	3.037	3.214	3.276
SPAC16.03c	ura2	viable	V	0.008	0.087	0.3	0.655	1.034	1.402	1.638
SPAC16.04	dus3	viable	V	0.0	0.146	0.466	0.61	0.646	0.655	0.657
SPAC16.05c	sfp1	viable	V	0.148	0.579	1.126	1.676	2.087	2.397	2.563
SPAC1610.01	saf5	viable	V	0.0	0.0	0.012	0.969	2.698	3.54	3.741
SPAC1610.02c	mrpl1	viable	V	0.0	0.031	0.248	0.853	1.668	2.527	3.08
SPAC1610.03c	crp79	viable	V	-0.035	-0.174	-0.318	-0.423	-0.48	-0.511	-0.523
SPAC1610.04	mmc1	viable	V	0.075	0.219	0.405	0.619	0.813	0.993	1.11
SPAC1635.01	por1	viable	V	0.14	0.367	0.641	0.948	1.222	1.474	1.64
SPAC1639.01c	elo1	viable	V	0.034	0.309	0.454	0.496	0.505	0.508	0.508
SPAC1639.02c	trk2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC167.01	ire1	viable	V	-0.009	-0.085	-0.125	-0.137	-0.14	-0.14	-0.141
SPAC167.02	ptb1	inviable	E	0.045	1.696	3.179	3.677	3.793	3.821	3.826
SPAC167.03c	snu66	inviable	E	0.156	2.333	3.732	4.161	4.258	4.281	4.286
SPAC167.04	pam17	viable	V	0.019	0.175	0.257	0.281	0.287	0.288	0.288
SPAC167.05	dbs2	viable	V	0.0	0.0	0.03	0.39	0.669	0.761	0.78
SPAC167.07c	hul5	viable	V	0.0	0.111	0.445	0.7	0.802	0.84	0.85
SPAC167.08	Tf2-2	unknown	Not_determined	0.116	1.065	1.565	1.711	1.744	1.752	1.753
SPAC167.09	pga1	unknown	Not_determined	0.001	0.984	3.316	4.393	4.663	4.731	4.743
SPAC1687.01	rpc19	inviable	E	0.18	2.458	3.868	4.296	4.393	4.417	4.421
SPAC1687.02	rce1	inviable	E	0.0	0.004	0.615	2.631	3.882	4.368	4.49
SPAC1687.03c	rfc4	inviable	E	0.0	0.321	1.914	3.263	3.776	3.952	3.995
SPAC1687.04	mcb1	inviable	E	0.121	1.596	3.035	3.733	3.969	4.051	4.073
SPAC1687.05	pli1	viable	V	0.03	0.198	0.537	1.019	1.491	1.927	2.202
SPAC1687.06c	rpl44	viable	V	0.006	0.001	0.0	0.0	0.0	0.0	0.0
SPAC1687.08	SPAC1687.08	viable	V	0.008	0.287	0.531	0.613	0.632	0.636	0.637
SPAC1687.09	irs4	viable	V	0.073	0.252	0.463	0.669	0.821	0.934	0.994
SPAC1687.10	mcp1	viable	V	0.058	0.155	0.272	0.403	0.518	0.623	0.691
SPAC1687.11	spb1	inviable	E	0.091	1.701	2.988	3.45	3.568	3.6	3.607
SPAC1687.12c	coq4	condition-dependent	V	0.0	0.0	0.002	0.079	0.438	1.052	1.486
SPAC1687.13c	csn5	viable	V	0.085	0.311	0.574	0.822	0.998	1.124	1.189
SPAC1687.15	gsk3	viable	V	0.014	0.322	0.554	0.628	0.645	0.649	0.65
SPAC1687.16c	erg31	viable	V	0.021	0.192	0.282	0.308	0.314	0.316	0.316
SPAC1687.17c	SPAC1687.17c	viable	V	0.013	0.297	0.513	0.583	0.599	0.603	0.603
SPAC1687.18c	ssl3	inviable	E	0.001	0.429	1.831	2.951	3.408	3.58	3.627
SPAC1687.19c	qtr1	viable	V	0.066	0.603	0.886	0.969	0.988	0.992	0.993
SPAC1687.20c	mis6	inviable	E	0.0	0.011	0.955	2.84	3.63	3.864	3.911
SPAC1687.21	SPAC1687.21	viable	V	0.002	0.036	0.158	0.397	0.672	0.944	1.12
SPAC1687.22c	puf3	viable	V	-0.0	-0.005	-0.179	-0.446	-0.551	-0.583	-0.59
SPAC1687.23c	SPAC1687.23c	viable	V	0.0	0.0	0.0	0.0	0.164	0.775	1.031
SPAC16A10.01	SPAC16A10.01	viable	V	0.008	0.0	0.0	0.0	0.0	0.0	0.0
SPAC16A10.02	sub1	viable	V	0.02	0.185	0.272	0.297	0.303	0.304	0.304
SPAC16A10.03c	SPAC16A10.03c	viable	V	0.03	0.078	0.136	0.202	0.26	0.314	0.349
SPAC16A10.04	rho4	viable	V	0.026	0.069	0.12	0.178	0.229	0.276	0.307
SPAC16A10.06c	nse2	inviable	E	0.0	0.133	1.131	2.644	3.604	4.097	4.268
SPAC16A10.07c	taz1	viable	V	0.052	0.173	0.317	0.463	0.575	0.663	0.712
SPAC16A10.08c	mug74	unknown	Not_determined	0.061	0.282	0.6	0.951	1.231	1.453	1.576
SPAC16C9.01c	SPAC16C9.01c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC16C9.02c	mta1	viable	V	0.006	0.159	0.646	1.342	1.907	2.309	2.502
SPAC16C9.03	nmd3	inviable	E	0.131	2.083	3.365	3.76	3.85	3.872	3.876
SPAC16C9.04c	mot2	viable	V	0.0	0.061	0.698	1.765	2.442	2.777	2.889
SPAC16C9.05	cph1	condition-dependent	V	0.001	0.247	0.673	0.849	0.891	0.902	0.904
SPAC16C9.06c	upf1	viable	V	0.0	0.006	0.056	0.21	0.426	0.657	0.806
SPAC16C9.07	pom2	viable	V	0.003	0.247	0.534	0.639	0.663	0.669	0.67
SPAC16E8.01	shd1	viable	V	0.0	0.0	0.07	0.239	0.309	0.329	0.333
SPAC16E8.04c	aro7	inviable	E	0.014	1.567	3.554	4.296	4.473	4.516	4.524
SPAC16E8.05c	SPAC16E8.05c	viable	V	0.033	0.303	0.445	0.487	0.496	0.498	0.499
SPAC16E8.06c	nop12	viable	V	0.0	0.055	0.466	0.766	0.85	0.872	0.876
SPAC16E8.07c	vph1	inviable	E	0.276	1.305	2.523	3.571	4.228	4.642	4.831
SPAC16E8.08	pos1	viable	V	0.009	0.002	0.0	0.0	0.0	0.0	0.0
SPAC16E8.09	scd1	viable	V	0.006	0.071	0.257	0.576	0.923	1.26	1.477
SPAC16E8.10c	rsm7	inviable	E	0.0	0.123	1.504	3.2	3.944	4.211	4.278
SPAC16E8.11c	tfb1	inviable	E	0.002	0.704	2.652	3.9	4.323	4.459	4.492
SPAC16E8.12c	png3	viable	V	0.017	0.054	0.098	0.143	0.179	0.208	0.224
SPAC16E8.13	SPAC16E8.13	viable	V	0.028	0.084	0.151	0.222	0.28	0.328	0.356
SPAC16E8.14c	tae1	viable	V	-0.007	-0.068	-0.1	-0.109	-0.111	-0.112	-0.112
SPAC16E8.15	tif45	inviable	E	0.075	1.881	3.293	3.749	3.854	3.879	3.884
SPAC16E8.16	sua7	inviable	E	0.196	1.802	2.649	2.896	2.951	2.964	2.967
SPAC16E8.17c	sca1	viable	V	0.0	0.0	0.001	0.114	0.321	0.412	0.431
SPAC16E8.18	SPAC16E8.18	viable	V	0.01	0.089	0.131	0.144	0.146	0.147	0.147
SPAC16E8.18c	tam5	unknown	Not_determined	0.032	0.29	0.427	0.467	0.476	0.478	0.478
SPAC1705.02	SPAC1705.02	viable	V	-0.0	-0.053	-0.397	-0.633	-0.699	-0.715	-0.719
SPAC1705.03c	ecm33	viable	V	0.004	0.07	0.288	0.694	1.149	1.599	1.887
SPAC1751.01c	gti1	viable	V	-0.006	-0.057	-0.084	-0.092	-0.094	-0.094	-0.094
SPAC1751.02c	rsm19	inviable	E	0.0	0.015	1.123	3.313	4.252	4.538	4.598
SPAC1751.03	tif313	inviable	E	0.14	1.242	1.952	2.208	2.277	2.297	2.301
SPAC1751.04	loc1	viable	V	0.02	0.186	0.273	0.299	0.304	0.306	0.306
SPAC1782.01	ecm29	viable	V	0.008	0.0	0.0	0.0	0.0	0.0	0.0
SPAC1782.02c	SPAC1782.02c	viable	V	0.0	0.0	0.011	0.25	0.485	0.569	0.586
SPAC1782.03	saf3	inviable	E	0.085	1.668	3.53	4.507	4.849	4.971	5.004
SPAC1782.04	cox24	viable	V	0.016	0.051	0.098	0.153	0.203	0.25	0.28
SPAC1782.05	ypa2	viable	V	0.013	0.179	0.658	1.46	2.29	3.057	3.528
SPAC1782.06c	phb1	viable	V	0.032	0.169	0.306	0.4	0.446	0.47	0.479
SPAC1782.07	qcr8	viable	V	0.052	0.2	0.419	0.694	0.95	1.189	1.344
SPAC1782.08c	rex3	viable	V	0.022	0.206	0.303	0.331	0.337	0.339	0.339
SPAC1782.09c	clp1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC1782.11	met14	viable	V	0.052	0.475	0.698	0.763	0.777	0.781	0.782
SPAC1782.12c	SPAC1782.12c	viable	V	0.0	0.0	0.0	0.001	0.205	0.699	0.875
SPAC1783.01	SPAC1783.01	viable	V	-0.0	-0.014	-0.18	-0.47	-0.653	-0.743	-0.772
SPAC1783.02c	vps66	viable	V	0.033	0.245	0.706	1.401	2.108	2.784	3.219
SPAC1783.03	fta2	inviable	E	0.003	0.307	1.443	2.796	3.629	4.078	4.245
SPAC1783.04c	hst4	viable	V	0.048	0.477	1.264	2.115	2.716	3.119	3.308
SPAC1783.05	hrp1	viable	V	0.0	0.0	0.0	0.0	0.02	0.312	0.518
SPAC1783.06c	atg12	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC1783.07c	pap1	viable	V	0.011	0.102	0.15	0.164	0.167	0.168	0.168
SPAC1786.01c	ptl2	viable	V	-0.0	-0.065	-0.296	-0.42	-0.453	-0.461	-0.463
SPAC1786.02	plb2	viable	V	0.106	0.972	1.429	1.562	1.592	1.599	1.601
SPAC1786.04	SPAC1786.04	viable	V	0.019	0.082	0.183	0.316	0.442	0.56	0.636
SPAC17A2.01	bsu1	viable	V	0.016	0.145	0.213	0.233	0.238	0.239	0.239
SPAC17A2.02c	tlc4	viable	V	0.018	0.003	0.0	0.0	0.0	0.0	0.0
SPAC17A2.03c	vma6	inviable	E	0.098	0.842	1.926	2.868	3.421	3.739	3.87
SPAC17A2.04c	cns1	inviable	E	0.15	1.683	3.23	4.051	4.354	4.469	4.502
SPAC17A2.05	osm1	viable	V	-0.022	-0.201	-0.296	-0.323	-0.329	-0.331	-0.331
SPAC17A2.06c	vps8	viable	V	0.0	0.127	0.383	0.495	0.522	0.529	0.53
SPAC17A2.07c	SPAC17A2.07c	viable	V	0.016	0.058	0.107	0.153	0.185	0.208	0.22
SPAC17A2.08c	ntr2	condition-dependent	E	0.067	1.197	2.666	3.545	3.892	4.029	4.069
SPAC17A2.09c	csx1	viable	V	0.0	0.001	0.105	0.308	0.386	0.408	0.412
SPAC17A2.10c	SPAC17A2.10c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC17A2.12	rrp1	viable	V	-0.012	-0.033	-0.057	-0.084	-0.108	-0.131	-0.145
SPAC17A2.13c	rad25	viable	V	0.034	0.193	0.343	0.435	0.477	0.497	0.503
SPAC17A2.14	mnr2	viable	V	0.041	0.377	0.554	0.606	0.617	0.62	0.621
SPAC17A5.01	pex6	viable	V	-0.013	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC17A5.02c	dbr1	viable	V	0.01	0.139	0.529	1.222	1.985	2.732	3.211
SPAC17A5.04c	mde10	viable	V	0.029	0.534	0.883	0.992	1.017	1.023	1.024
SPAC17A5.05c	SPAC17A5.05c	viable	V	0.0	0.003	0.054	0.276	0.645	1.066	1.339
SPAC17A5.06	ptr8	inviable	E	0.183	1.768	2.958	3.444	3.589	3.635	3.646
SPAC17A5.07c	ulp2	condition-dependent	V	0.036	0.391	1.151	2.099	2.857	3.421	3.709
SPAC17A5.08	erp2	viable	V	0.007	0.001	0.0	0.0	0.0	0.0	0.0
SPAC17A5.09c	glc8	viable	V	0.007	0.06	0.088	0.096	0.098	0.098	0.099
SPAC17A5.11	rec12	viable	V	-0.035	-0.322	-0.474	-0.518	-0.528	-0.53	-0.531
SPAC17A5.12	ucp7	inviable	E	0.032	1.549	3.545	4.467	4.74	4.823	4.841
SPAC17A5.13	fol2	inviable	E	0.091	1.588	3.325	4.255	4.59	4.712	4.745
SPAC17A5.14	exo2	viable	V	0.123	0.775	1.747	2.724	3.408	3.875	4.101
SPAC17A5.15c	gus1	inviable	E	0.15	2.286	3.666	4.09	4.186	4.209	4.214
SPAC17A5.16	ftp105	viable	V	0.09	0.341	0.631	0.896	1.077	1.203	1.266
SPAC17A5.18c	rec25	viable	V	0.041	0.009	0.001	0.0	0.0	0.0	0.0
SPAC17A5.19	SPAC17A5.19	viable	Not_determined	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC17C9.01c	nuc2	inviable	E	0.069	1.359	2.658	3.238	3.416	3.472	3.485
SPAC17C9.02c	lys7	condition-dependent	V	0.027	0.086	0.166	0.261	0.348	0.428	0.48
SPAC17C9.03	tif471	inviable	E	0.104	1.644	2.652	2.963	3.034	3.051	3.054
SPAC17C9.05c	pmc3	viable	V	0.021	0.548	1.226	1.586	1.711	1.755	1.766
SPAC17C9.06	sam50	inviable	E	0.003	0.65	2.17	3.105	3.424	3.529	3.555
SPAC17C9.07	alg8	viable	V	0.0	0.0	0.0	0.019	0.202	0.528	0.711
SPAC17C9.08	pnu1	viable	V	0.062	0.327	0.592	0.77	0.859	0.904	0.92
SPAC17C9.09c	tim13	viable	V	0.007	0.542	1.151	1.371	1.423	1.435	1.438
SPAC17C9.10	stm1	viable	V	0.096	0.88	1.293	1.414	1.441	1.447	1.449
SPAC17C9.11c	SPAC17C9.11c	viable	V	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPAC17C9.12	scs22	viable	V	0.017	0.069	0.141	0.221	0.288	0.344	0.376
SPAC17C9.13c	cut8	condition-dependent	V	0.111	1.082	2.414	3.446	3.985	4.263	4.367
SPAC17C9.14	pex19	viable	V	0.014	0.129	0.193	0.213	0.218	0.219	0.219
SPAC17C9.16c	mfs1	viable	V	-0.054	-0.498	-0.732	-0.801	-0.816	-0.82	-0.82
SPAC17D4.01	pex7	viable	V	0.098	0.277	0.504	0.763	0.997	1.213	1.355
SPAC17D4.02	cdc45	inviable	E	0.093	2.079	3.975	4.749	4.966	5.029	5.043
SPAC17D4.03c	cis4	viable	V	0.0	0.168	0.491	0.629	0.663	0.672	0.673
SPAC17D4.04	trm401	viable	V	0.0	0.0	0.0	0.009	0.274	0.62	0.72
SPAC17G6.03	SPAC17G6.03	viable	V	0.05	0.186	0.343	0.49	0.593	0.667	0.704
SPAC17G6.04c	cpp1	viable	V	0.0	0.0	0.194	2.18	3.686	4.193	4.297
SPAC17G6.05c	bro1	viable	V	0.0	0.032	0.49	0.924	1.057	1.091	1.098
SPAC17G6.08	pep7	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC17G6.09	sec62	inviable	E	0.142	2.395	3.908	4.378	4.484	4.51	4.515
SPAC17G6.10	ssr1	inviable	E	0.013	0.288	1.062	2.092	2.894	3.453	3.719
SPAC17G6.11c	ghs2	inviable	E	0.131	1.48	2.7	3.274	3.466	3.533	3.55
SPAC17G6.12	cul1	inviable	E	0.029	0.699	1.915	2.864	3.322	3.534	3.605
SPAC17G6.13	slt1	viable	V	-0.066	-0.274	-0.508	-0.707	-0.833	-0.913	-0.951
SPAC17G6.14c	uap56	inviable	E	0.104	1.457	3.035	3.941	4.294	4.432	4.473
SPAC17G6.15c	fsf1	viable	V	-0.02	-0.004	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC17G6.16c	ysh1	inviable	E	0.075	1.528	3.254	4.159	4.475	4.587	4.616
SPAC17G6.17	pof8	viable	V	0.098	0.905	1.329	1.454	1.481	1.488	1.489
SPAC17G8.01c	trl1	inviable	E	0.026	1.533	3.205	3.826	3.978	4.017	4.024
SPAC17G8.02	urh2	inviable	E	0.0	0.043	0.134	0.174	0.184	0.186	0.187
SPAC17G8.03c	bur6	inviable	E	0.0	0.097	0.767	2.004	3.021	3.686	3.971
SPAC17G8.04c	arc5	inviable	E	0.085	2.181	3.833	4.368	4.491	4.521	4.526
SPAC17G8.05	med20	viable	V	0.004	0.079	0.35	0.88	1.489	2.094	2.482
SPAC17G8.06c	ilv3	viable	V	0.046	1.281	3.096	4.184	4.598	4.755	4.799
SPAC17G8.08c	gdt2	viable	V	-0.008	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC17G8.09	shg1	viable	V	0.0	0.0	0.0	0.001	0.182	0.688	0.879
SPAC17G8.10c	dma1	viable	V	0.0	0.396	1.429	1.924	2.049	2.08	2.086
SPAC17G8.11c	imt3	viable	V	0.0	0.019	0.239	0.432	0.489	0.504	0.507
SPAC17G8.12	sec3	condition-dependent	E	0.025	0.637	1.804	2.756	3.23	3.456	3.533
SPAC17G8.13c	mst2	viable	V	0.058	0.152	0.265	0.392	0.506	0.61	0.679
SPAC17G8.14c	pck1	viable	V	0.021	0.055	0.097	0.143	0.184	0.222	0.247
SPAC17G8.15	wip1	condition-dependent	Not_determined	0.0	0.025	1.311	3.287	3.995	4.186	4.222
SPAC17H9.01	cid16	viable	V	0.035	0.113	0.206	0.301	0.375	0.434	0.468
SPAC17H9.02	mtl1	inviable	E	0.001	0.136	0.902	2.124	3.033	3.589	3.817
SPAC17H9.03c	rdl1	viable	V	0.0	0.0	0.0	0.0	0.0	0.203	1.508
SPAC17H9.04c	dri1	viable	V	0.017	0.474	0.844	0.965	0.992	0.999	1.0
SPAC17H9.05	ebp2	inviable	E	0.113	1.049	2.19	2.979	3.354	3.532	3.594
SPAC17H9.06c	SPAC17H9.06c	viable	V	0.027	0.251	0.37	0.404	0.412	0.414	0.414
SPAC17H9.07	srp21	inviable	E	0.0	0.254	1.809	3.026	3.424	3.541	3.566
SPAC17H9.08	leu5	viable	V	0.013	0.147	0.515	1.14	1.812	2.465	2.885
SPAC17H9.09c	ras1	viable	V	0.064	0.167	0.292	0.432	0.556	0.671	0.747
SPAC17H9.10c	ddb1	viable	V	0.265	0.988	1.827	2.603	3.143	3.522	3.714
SPAC17H9.12c	cyc2	viable	V	0.009	0.092	0.287	0.562	0.812	1.021	1.139
SPAC17H9.13c	pro2	viable	V	0.0	0.0	0.0	0.045	0.364	1.009	1.483
SPAC17H9.14c	pdi2	viable	V	0.039	0.009	0.001	0.0	0.0	0.0	0.0
SPAC17H9.17c	mdm10	inviable	E	0.003	0.417	1.853	3.297	4.048	4.396	4.511
SPAC17H9.18c	SPAC17H9.18c	viable	Not_determined	0.075	0.694	1.019	1.114	1.136	1.141	1.142
SPAC17H9.19c	cdt2	viable	V	0.278	1.404	2.558	3.38	3.808	4.035	4.124
SPAC17H9.20	psc3	inviable	E	0.015	1.017	3.001	4.303	4.804	4.992	5.043
SPAC1805.01c	ppk6	viable	V	0.044	0.356	0.59	0.692	0.724	0.735	0.738
SPAC1805.02c	etf2	viable	V	-0.0	-0.0	-0.0	-0.068	-0.384	-0.583	-0.63
SPAC1805.03c	trm13	viable	V	0.006	0.058	0.086	0.094	0.095	0.096	0.096
SPAC1805.04	nup132	viable	V	0.012	0.17	0.473	0.774	0.963	1.076	1.124
SPAC1805.05	cki3	viable	V	-0.021	-0.194	-0.286	-0.312	-0.318	-0.32	-0.32
SPAC1805.06c	hem2	viable	V	0.0	0.537	2.423	3.527	3.843	3.929	3.946
SPAC1805.07c	dad2	viable	V	0.052	0.304	0.631	0.92	1.101	1.213	1.264
SPAC1805.08	dlc1	viable	V	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPAC1805.09c	fmt1	viable	V	0.05	0.459	0.675	0.738	0.752	0.755	0.756
SPAC1805.10	ccz1	viable	V	0.0	0.044	0.279	0.578	0.754	0.842	0.873
SPAC1805.11c	rps2602	viable	V	0.208	1.91	2.807	3.069	3.128	3.142	3.145
SPAC1805.12c	ubi2	viable	V	0.072	0.329	0.752	1.307	1.839	2.336	2.659
SPAC1805.13	rpl14	viable	V	0.063	1.176	2.209	2.638	2.762	2.799	2.808
SPAC1805.14	SPAC1805.14	viable	V	0.0	0.013	0.108	0.354	0.652	0.932	1.094
SPAC1805.15c	pub2	viable	V	0.068	0.89	1.391	1.543	1.577	1.585	1.587
SPAC1805.16c	SPAC1805.16c	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPAC1805.17	crm1	inviable	E	0.108	2.016	3.695	4.356	4.539	4.592	4.603
SPAC1805.18	pop6	unknown	Not_determined	0.0	0.508	1.817	2.441	2.598	2.638	2.645
SPAC1834.01	erf1	inviable	E	0.267	2.46	3.616	3.954	4.029	4.048	4.051
SPAC1834.02	aro1	inviable	E	0.172	2.214	3.501	3.906	4.0	4.024	4.028
SPAC1834.04	hht1	viable	V	0.087	0.228	0.399	0.59	0.76	0.917	1.02
SPAC1834.05	alg9	viable	V	0.0	0.004	0.193	0.835	1.409	1.742	1.861
SPAC1834.06c	pmo25	inviable	E	0.001	0.889	3.145	4.214	4.484	4.551	4.564
SPAC1834.07	klp3	viable	V	0.03	0.274	0.403	0.44	0.449	0.451	0.451
SPAC1834.08	mak1	viable	V	0.011	0.11	0.299	0.514	0.672	0.782	0.835
SPAC1834.09	whr1	viable	V	-0.011	-0.104	-0.153	-0.167	-0.171	-0.171	-0.171
SPAC1834.10c	SPAC1834.10c	viable	V	0.165	1.363	2.122	2.397	2.472	2.494	2.499
SPAC1834.11c	sec18	inviable	E	0.272	2.505	3.682	4.025	4.102	4.121	4.124
SPAC1834.13	SPAC1834.13	viable	Not_determined	0.026	0.24	0.353	0.386	0.393	0.395	0.395
SPAC1851.02	slc1	viable	V	0.0	0.001	0.032	0.234	0.636	1.126	1.449
SPAC1851.03	ckb1	condition-dependent	V	0.0	0.039	0.436	1.34	2.174	2.754	3.011
SPAC1851.04c	ric1	viable	V	0.006	0.296	1.28	2.535	3.402	3.929	4.148
SPAC186.01	pfl9	viable	V	0.027	0.172	0.46	0.872	1.283	1.673	1.925
SPAC186.02c	SPAC186.02c	viable	V	-0.0	-0.001	-0.148	-0.505	-0.654	-0.696	-0.704
SPAC186.03	SPAC186.03	viable	V	0.016	0.152	0.223	0.244	0.248	0.25	0.25
SPAC186.04c	SPAC186.04c	unknown	Not_determined	0.089	0.272	0.493	0.723	0.909	1.062	1.152
