Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	0h	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAC1486.10	thi1	viable	V	-0.277	-0.277	-0.276	-0.271	-0.252	-0.176	-0.026	-0.0
SPAC1486.11	fmc1	viable	Not_determined	0.0	0.0	0.0	0.0	0.0	0.136	0.718	0.977
SPAC14C4.01c	atg43	viable	V	0.0	0.0	0.0	0.0	0.001	0.281	1.374	1.941
SPAC14C4.02c	smc5	inviable	E	0.074	0.136	0.395	0.913	1.072	1.113	1.123	1.125
SPAC14C4.03	mek1	viable	V	0.131	0.108	0.059	0.009	0.001	0.0	0.0	0.0
SPAC14C4.04	SPAC14C4.04	viable	V	0.048	0.04	0.022	0.003	0.0	0.0	0.0	0.0
SPAC14C4.05c	man1	viable	V	-0.045	-0.064	-0.136	-0.351	-0.505	-0.598	-0.644	-0.663
SPAC14C4.06c	nab2	viable	V	0.203	0.258	0.453	1.063	1.65	2.156	2.532	2.746
SPAC14C4.07	SPAC14C4.07	viable	V	-0.001	-0.002	-0.011	-0.046	-0.065	-0.072	-0.075	-0.075
SPAC14C4.08	mug5	viable	V	-0.005	-0.003	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC14C4.09	agn1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.043	-0.356	-0.568	-0.62
SPAC14C4.10c	SPAC14C4.10c	viable	V	0.049	0.089	0.259	0.598	0.703	0.73	0.736	0.737
SPAC14C4.11	vtc2	viable	V	0.113	0.207	0.602	1.39	1.632	1.695	1.71	1.713
SPAC14C4.12c	laf1	viable	V	0.02	0.029	0.068	0.242	0.457	0.668	0.832	0.928
SPAC14C4.13	rad17	viable	V	0.109	0.139	0.248	0.587	0.91	1.183	1.381	1.492
SPAC14C4.14	atp1	viable	V	0.14	0.201	0.437	1.126	1.609	1.891	2.029	2.082
SPAC14C4.15c	dpp1	viable	V	0.022	0.027	0.041	0.086	0.134	0.183	0.228	0.259
SPAC14C4.16	dad3	viable	V	0.001	0.002	0.012	0.127	0.432	0.904	1.401	1.746
SPAC1527.01	mok11	viable	V	-0.001	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC1527.02	sft2	viable	V	0.001	0.006	0.074	0.919	1.807	2.253	2.413	2.456
SPAC1527.03	slr1	viable	V	0.01	0.021	0.075	0.206	0.25	0.261	0.264	0.265
SPAC1556.01c	rad50	viable	V	0.213	0.389	1.132	2.613	3.068	3.188	3.215	3.22
SPAC1556.02c	sdh1	viable	V	-0.053	-0.098	-0.284	-0.655	-0.769	-0.799	-0.805	-0.807
SPAC1556.03	azr1	viable	V	-0.042	-0.074	-0.205	-0.492	-0.597	-0.629	-0.638	-0.64
SPAC1556.04c	cdd1	viable	V	0.132	0.243	0.705	1.628	1.911	1.986	2.003	2.006
SPAC1556.05c	cgr1	viable	V	0.264	0.385	0.867	2.403	3.589	4.333	4.721	4.88
SPAC1556.06	meu1	viable	V	0.092	0.109	0.17	0.356	0.555	0.757	0.941	1.07
SPAC1556.08c	cbs2	viable	V	0.096	0.163	0.44	1.076	1.332	1.417	1.441	1.447
SPAC1565.01	rcf2	viable	V	0.051	0.06	0.094	0.197	0.306	0.418	0.52	0.591
SPAC1565.02c	rga10	viable	V	0.055	0.101	0.293	0.676	0.794	0.825	0.832	0.833
SPAC1565.03	SPAC1565.03	viable	V	0.0	0.002	0.029	0.245	0.369	0.406	0.415	0.417
SPAC1565.04c	ste4	viable	V	0.044	0.06	0.117	0.293	0.441	0.548	0.614	0.644
SPAC1565.07c	knd1	viable	V	0.068	0.056	0.03	0.004	0.0	0.0	0.0	0.0
SPAC1565.08	cdc48	inviable	E	0.043	0.078	0.228	0.525	0.617	0.641	0.646	0.647
SPAC15A10.01	atm1	condition-dependent	E	0.067	0.153	0.656	2.057	2.562	2.699	2.731	2.736
SPAC15A10.02	taf12	inviable	E	0.0	0.0	0.0	0.277	1.288	1.857	2.014	2.044
SPAC15A10.04c	zpr1	inviable	E	0.204	0.373	1.084	2.501	2.938	3.052	3.078	3.083
SPAC15A10.05c	mug182	viable	V	0.032	0.059	0.172	0.398	0.467	0.486	0.49	0.491
SPAC15A10.06	nhx1	viable	V	0.04	0.058	0.127	0.327	0.464	0.541	0.578	0.592
SPAC15A10.07	SPAC15A10.07	viable	V	0.477	0.471	0.447	0.297	0.055	0.0	0.0	0.0
SPAC15A10.08	ain1	viable	V	0.063	0.115	0.335	0.773	0.907	0.943	0.951	0.952
SPAC15A10.09c	pun1	viable	V	0.016	0.03	0.087	0.202	0.237	0.246	0.248	0.248
SPAC15A10.10	mde6	viable	V	0.014	0.017	0.026	0.055	0.085	0.117	0.145	0.165
SPAC15A10.11	ubr11	viable	V	0.137	0.25	0.727	1.678	1.971	2.048	2.065	2.068
SPAC15A10.12c	tca17	inviable	E	0.153	0.277	0.795	1.856	2.199	2.293	2.315	2.319
SPAC15A10.13	ppk3	viable	V	0.0	0.0	0.0	0.003	0.245	0.689	0.867	0.905
SPAC15A10.15	sgo2	viable	V	0.068	0.084	0.138	0.312	0.499	0.685	0.846	0.954
SPAC15A10.16	bud6	viable	V	0.036	0.043	0.066	0.139	0.216	0.295	0.366	0.416
SPAC15E1.02c	SPAC15E1.02c	viable	V	0.103	0.189	0.551	1.271	1.493	1.551	1.564	1.567
SPAC15E1.04	hal3	viable	V	0.0	0.0	0.0	0.0	0.001	0.584	2.19	2.796
SPAC15E1.05c	ect1	viable	V	0.035	0.08	0.345	1.084	1.35	1.422	1.439	1.442
SPAC15E1.06	vps29	viable	V	0.134	0.245	0.713	1.646	1.934	2.009	2.026	2.029
SPAC15E1.07c	moa1	viable	V	0.45	0.394	0.215	0.002	0.0	0.0	0.0	0.0
SPAC15E1.08	naa10	inviable	E	0.228	0.417	1.213	2.8	3.288	3.417	3.446	3.451
SPAC15E1.09	grx2	viable	V	-0.014	-0.024	-0.062	-0.154	-0.195	-0.21	-0.215	-0.216
SPAC15E1.10	fub1	viable	V	-0.325	-0.325	-0.324	-0.318	-0.295	-0.206	-0.03	-0.0
SPAC15F9.01c	glm1	viable	V	-0.061	-0.036	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC15F9.02	seh1	viable	V	0.018	0.045	0.228	0.813	1.038	1.1	1.114	1.117
SPAC16.01	rho2	viable	V	0.053	0.09	0.247	0.6	0.739	0.784	0.796	0.799
SPAC16.02c	srp2	inviable	E	0.181	0.331	0.963	2.223	2.61	2.712	2.735	2.739
SPAC16.03c	ura2	viable	V	0.035	0.054	0.146	0.529	0.901	1.172	1.33	1.4
SPAC16.04	dus3	viable	V	0.035	0.046	0.083	0.2	0.308	0.397	0.459	0.493
SPAC16.05c	sfp1	viable	V	0.269	0.345	0.621	1.482	2.289	2.961	3.439	3.701
SPAC1610.01	saf5	viable	V	0.034	0.066	0.265	1.375	2.482	3.201	3.556	3.69
SPAC1610.02c	mrpl1	viable	V	0.0	0.0	0.016	0.704	1.554	1.903	1.998	2.017
SPAC1610.03c	crp79	viable	V	0.057	0.047	0.025	0.004	0.0	0.0	0.0	0.0
SPAC1610.04	mmc1	viable	V	-0.048	-0.087	-0.253	-0.585	-0.687	-0.714	-0.72	-0.721
SPAC1635.01	por1	viable	V	0.148	0.195	0.366	0.895	1.367	1.733	1.974	2.097
SPAC1639.01c	elo1	viable	V	-0.028	-0.052	-0.15	-0.346	-0.407	-0.423	-0.426	-0.427
SPAC1639.02c	trk2	viable	V	-0.29	-0.259	-0.178	-0.049	-0.007	-0.0	-0.0	-0.0
SPAC167.01	ire1	viable	V	0.008	0.018	0.083	0.269	0.337	0.356	0.36	0.361
SPAC167.04	pam17	viable	V	0.081	0.111	0.22	0.554	0.827	1.017	1.128	1.179
SPAC167.05	dbs2	viable	V	0.0	0.0	0.0	0.006	0.209	0.485	0.584	0.605
SPAC167.06c	mug143	viable	V	0.285	0.203	0.043	0.0	0.0	0.0	0.0	0.0
SPAC167.07c	hul5	viable	V	0.036	0.062	0.166	0.407	0.506	0.54	0.55	0.552
SPAC167.08	Tf2-2	unknown	Not_determined	0.034	0.043	0.078	0.209	0.368	0.541	0.7	0.81
SPAC167.09	pga1	unknown	Not_determined	0.019	0.023	0.035	0.074	0.115	0.156	0.194	0.221
SPAC1687.02	rce1	inviable	E	0.208	0.381	1.106	2.555	3.0	3.117	3.143	3.148
SPAC1687.03c	rfc4	inviable	E	0.127	0.232	0.673	1.555	1.826	1.897	1.913	1.916
SPAC1687.04	mcb1	inviable	E	0.157	0.281	0.798	1.88	2.243	2.346	2.372	2.377
SPAC1687.05	pli1	viable	V	0.199	0.241	0.383	0.824	1.287	1.746	2.147	2.418
SPAC1687.06c	rpl44	viable	V	-0.033	-0.06	-0.174	-0.401	-0.471	-0.49	-0.494	-0.494
SPAC1687.07	SPAC1687.07	viable	V	0.023	0.042	0.123	0.283	0.333	0.346	0.349	0.349
SPAC1687.08	SPAC1687.08	viable	V	-0.028	-0.052	-0.15	-0.347	-0.407	-0.423	-0.427	-0.427
SPAC1687.09	irs4	viable	V	-0.004	-0.007	-0.019	-0.044	-0.052	-0.054	-0.054	-0.054
SPAC1687.10	mcp1	viable	V	-0.0	-0.0	-0.002	-0.166	-0.377	-0.458	-0.479	-0.483
SPAC1687.11	spb1	inviable	E	0.133	0.244	0.71	1.638	1.924	1.999	2.016	2.019
SPAC1687.12c	coq4	condition-dependent	V	0.2	0.277	0.569	1.448	2.131	2.577	2.823	2.929
SPAC1687.13c	csn5	viable	V	0.068	0.125	0.364	0.84	0.986	1.025	1.033	1.035
SPAC1687.14c	SPAC1687.14c	viable	V	0.064	0.086	0.168	0.421	0.633	0.786	0.878	0.922
SPAC1687.15	gsk3	viable	V	0.0	0.0	0.0	0.013	0.37	0.814	0.969	1.001
SPAC1687.16c	erg31	viable	V	0.042	0.05	0.081	0.175	0.273	0.369	0.453	0.509
SPAC1687.17c	SPAC1687.17c	viable	V	0.048	0.087	0.254	0.586	0.688	0.715	0.721	0.722
SPAC1687.18c	ssl3	inviable	E	0.183	0.325	0.951	2.453	3.055	3.251	3.306	3.318
SPAC1687.19c	qtr1	viable	V	0.02	0.037	0.107	0.249	0.293	0.305	0.308	0.308
SPAC1687.20c	mis6	inviable	E	0.019	0.027	0.057	0.194	0.386	0.606	0.814	0.958
SPAC1687.21	SPAC1687.21	viable	V	-0.032	-0.059	-0.172	-0.397	-0.466	-0.484	-0.488	-0.489
SPAC1687.22c	puf3	viable	V	0.0	0.0	0.0	0.0	0.027	0.302	0.516	0.569
SPAC1687.23c	SPAC1687.23c	viable	V	0.011	0.021	0.069	0.173	0.206	0.215	0.217	0.217
SPAC16A10.01	SPAC16A10.01	viable	V	0.014	0.017	0.027	0.056	0.087	0.119	0.148	0.169
SPAC16A10.02	sub1	viable	V	0.027	0.032	0.049	0.104	0.161	0.22	0.274	0.311
SPAC16A10.03c	SPAC16A10.03c	viable	V	0.093	0.17	0.495	1.142	1.342	1.394	1.406	1.408
SPAC16A10.04	rho4	viable	V	-0.001	-0.003	-0.013	-0.039	-0.048	-0.051	-0.051	-0.051
SPAC16A10.05c	dad1	viable	V	0.182	0.223	0.364	0.818	1.312	1.811	2.255	2.556
SPAC16A10.06c	nse2	inviable	E	0.21	0.303	0.661	1.704	2.429	2.848	3.051	3.128
SPAC16A10.07c	taz1	viable	V	0.125	0.182	0.399	1.031	1.462	1.706	1.823	1.867
SPAC16A10.08c	mug74	unknown	Not_determined	-0.479	-0.478	-0.477	-0.469	-0.434	-0.303	-0.044	-0.0
SPAC16C9.01c	SPAC16C9.01c	viable	V	-0.282	-0.251	-0.171	-0.045	-0.006	-0.0	-0.0	-0.0
SPAC16C9.02c	mta1	viable	V	0.0	0.0	0.0	0.002	0.069	0.213	0.299	0.326
SPAC16C9.04c	mot2	viable	V	0.152	0.227	0.521	1.346	1.862	2.127	2.243	2.283
SPAC16C9.05	cph1	condition-dependent	V	0.0	0.0	0.0	0.287	1.067	1.459	1.563	1.583
SPAC16C9.06c	upf1	viable	V	0.106	0.179	0.485	1.187	1.47	1.565	1.592	1.598
SPAC16C9.07	pom2	viable	V	0.035	0.059	0.16	0.392	0.487	0.519	0.528	0.531
SPAC16E8.01	shd1	viable	V	0.014	0.018	0.031	0.071	0.111	0.146	0.173	0.188
SPAC16E8.04c	aro7	inviable	E	0.132	0.241	0.701	1.619	1.902	1.976	1.993	1.996
SPAC16E8.05c	SPAC16E8.05c	viable	V	-0.024	-0.044	-0.131	-0.305	-0.359	-0.373	-0.376	-0.377
SPAC16E8.06c	nop12	viable	V	0.015	0.027	0.078	0.18	0.212	0.22	0.222	0.222
SPAC16E8.07c	vph1	inviable	E	0.2	0.367	1.066	2.461	2.891	3.003	3.029	3.034
SPAC16E8.08	pos1	viable	V	-0.025	-0.021	-0.011	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC16E8.09	scd1	viable	V	0.125	0.229	0.665	1.534	1.802	1.872	1.888	1.891
SPAC16E8.10c	rsm7	inviable	E	0.15	0.274	0.796	1.838	2.158	2.243	2.262	2.265
SPAC16E8.11c	tfb1	inviable	E	0.16	0.293	0.852	1.968	2.311	2.401	2.421	2.425
SPAC16E8.12c	png3	viable	V	-0.042	-0.076	-0.222	-0.512	-0.601	-0.624	-0.63	-0.631
SPAC16E8.13	SPAC16E8.13	viable	V	0.041	0.075	0.217	0.501	0.588	0.611	0.616	0.617
SPAC16E8.14c	tae1	viable	V	-0.029	-0.053	-0.154	-0.355	-0.417	-0.433	-0.437	-0.437
SPAC16E8.15	tif45	inviable	E	0.0	0.0	0.0	0.0	0.055	0.569	0.954	1.049
SPAC16E8.17c	sca1	viable	V	0.054	0.099	0.287	0.663	0.778	0.809	0.816	0.817
SPAC16E8.18	SPAC16E8.18	viable	V	0.0	0.0	0.0	0.0	0.0	0.0	0.127	1.376
SPAC16E8.18c	tam5	unknown	Not_determined	0.008	0.014	0.04	0.093	0.109	0.113	0.114	0.114
SPAC1705.02	SPAC1705.02	viable	V	-0.022	-0.018	-0.01	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC1705.03c	ecm33	viable	V	0.183	0.232	0.414	1.04	1.731	2.415	2.992	3.364
SPAC1751.01c	gti1	viable	V	-0.041	-0.076	-0.22	-0.508	-0.597	-0.62	-0.626	-0.627
SPAC1751.02c	rsm19	inviable	E	0.245	0.449	1.305	3.014	3.539	3.677	3.708	3.714
SPAC1751.04	loc1	viable	V	-0.017	-0.038	-0.154	-0.459	-0.566	-0.595	-0.602	-0.603
SPAC1782.01	ecm29	viable	V	0.057	0.07	0.114	0.252	0.394	0.531	0.645	0.72
SPAC1782.02c	SPAC1782.02c	viable	V	0.003	0.007	0.026	0.074	0.091	0.095	0.096	0.097
SPAC1782.03	saf3	inviable	E	-0.194	-0.169	-0.108	-0.024	-0.003	-0.0	-0.0	-0.0
SPAC1782.04	cox24	viable	V	0.081	0.097	0.151	0.316	0.492	0.672	0.836	0.95
SPAC1782.05	ypa2	viable	V	0.218	0.3	0.609	1.568	2.353	2.895	3.21	3.353
SPAC1782.06c	phb1	viable	V	-0.003	-0.009	-0.073	-0.373	-0.511	-0.551	-0.56	-0.562
SPAC1782.07	qcr8	viable	V	0.0	0.0	0.001	0.017	0.088	0.227	0.387	0.5
SPAC1782.08c	rex3	viable	V	0.034	0.041	0.063	0.133	0.207	0.282	0.351	0.399
SPAC1782.09c	clp1	viable	V	0.022	0.026	0.041	0.085	0.133	0.182	0.226	0.257
SPAC1782.11	met14	viable	V	0.001	0.005	0.039	0.202	0.276	0.298	0.303	0.304
SPAC1782.12c	SPAC1782.12c	viable	V	0.0	0.0	0.0	0.002	0.083	0.573	1.469	2.165
SPAC1783.01	SPAC1783.01	viable	V	-0.033	-0.06	-0.174	-0.401	-0.471	-0.49	-0.494	-0.495
SPAC1783.02c	vps66	viable	V	0.076	0.114	0.288	1.074	1.994	2.816	3.4	3.709
SPAC1783.03	fta2	inviable	E	0.121	0.16	0.318	0.956	1.773	2.664	3.477	4.027
SPAC1783.04c	hst4	viable	V	0.292	0.405	0.834	2.125	3.123	3.773	4.128	4.28
SPAC1783.05	hrp1	viable	V	0.012	0.018	0.042	0.108	0.149	0.17	0.179	0.182
SPAC1783.06c	atg12	viable	V	-0.045	-0.083	-0.241	-0.555	-0.652	-0.678	-0.683	-0.685
SPAC1783.07c	pap1	viable	V	-0.034	-0.053	-0.13	-0.334	-0.443	-0.491	-0.509	-0.515
SPAC1783.08c	rpl1502	viable	V	0.1	0.135	0.273	0.822	1.485	2.161	2.732	3.092
SPAC1786.01c	ptl2	viable	V	0.009	0.021	0.082	0.242	0.299	0.314	0.317	0.318
SPAC1786.02	plb2	viable	V	0.098	0.179	0.521	1.202	1.411	1.466	1.479	1.481
SPAC1786.04	SPAC1786.04	viable	V	0.0	0.0	0.0	0.0	0.0	0.07	0.774	1.218
SPAC17A2.01	bsu1	viable	V	-0.003	-0.009	-0.053	-0.259	-0.373	-0.413	-0.424	-0.427
SPAC17A2.02c	tlc4	viable	V	-0.027	-0.049	-0.143	-0.331	-0.389	-0.404	-0.407	-0.408
SPAC17A2.04c	cns1	inviable	E	0.157	0.288	0.838	1.934	2.271	2.36	2.38	2.384
SPAC17A2.05	osm1	viable	V	-0.027	-0.034	-0.056	-0.127	-0.198	-0.265	-0.319	-0.353
SPAC17A2.06c	vps8	viable	V	0.057	0.104	0.302	0.696	0.818	0.849	0.857	0.858
SPAC17A2.07c	SPAC17A2.07c	viable	V	-0.04	-0.059	-0.131	-0.337	-0.476	-0.554	-0.59	-0.603
SPAC17A2.08c	ntr2	condition-dependent	E	0.097	0.164	0.502	1.905	3.098	3.831	4.19	4.325
SPAC17A2.09c	csx1	viable	V	0.0	0.0	0.0	0.134	0.48	0.651	0.697	0.705
SPAC17A2.10c	SPAC17A2.10c	viable	V	0.048	0.07	0.158	0.409	0.572	0.659	0.699	0.713
SPAC17A2.11	SPAC17A2.11	viable	V	0.035	0.064	0.186	0.431	0.506	0.525	0.53	0.531
SPAC17A2.12	rrp1	viable	V	0.02	0.024	0.037	0.079	0.122	0.167	0.208	0.236
SPAC17A2.13c	rad25	viable	V	0.084	0.155	0.449	1.037	1.219	1.266	1.277	1.279
SPAC17A2.14	mnr2	viable	V	0.0	0.0	0.0	0.057	0.23	0.32	0.345	0.349
SPAC17A5.01	pex6	viable	V	0.031	0.057	0.166	0.383	0.45	0.467	0.471	0.472
SPAC17A5.02c	dbr1	viable	V	0.158	0.212	0.428	1.265	2.248	3.221	4.021	4.515
SPAC17A5.04c	mde10	viable	V	0.0	0.0	0.0	0.028	0.285	0.497	0.562	0.575
SPAC17A5.05c	SPAC17A5.05c	viable	V	0.006	0.011	0.032	0.074	0.086	0.09	0.09	0.091
SPAC17A5.06	ptr8	inviable	E	0.011	0.014	0.021	0.045	0.069	0.095	0.118	0.134
SPAC17A5.07c	ulp2	condition-dependent	V	0.16	0.243	0.58	1.622	2.344	2.746	2.932	3.0
SPAC17A5.08	erp2	viable	V	0.174	0.255	0.574	1.482	2.077	2.399	2.545	2.598
SPAC17A5.11	rec12	viable	V	0.015	0.02	0.041	0.133	0.258	0.399	0.532	0.624
SPAC17A5.12	ucp7	inviable	E	0.338	0.618	1.798	4.15	4.874	5.064	5.107	5.115
SPAC17A5.14	exo2	viable	V	0.102	0.17	0.487	1.507	2.148	2.456	2.578	2.616
SPAC17A5.16	ftp105	viable	V	0.085	0.101	0.157	0.329	0.512	0.699	0.869	0.988
SPAC17A5.18c	rec25	viable	V	0.046	0.084	0.243	0.561	0.658	0.684	0.69	0.691
SPAC17A5.19	SPAC17A5.19	viable	Not_determined	0.0	0.0	0.0	0.0	0.0	0.005	0.385	0.859
SPAC17C9.01c	nuc2	inviable	E	0.052	0.067	0.12	0.287	0.444	0.574	0.667	0.719
SPAC17C9.02c	lys7	condition-dependent	V	-0.055	-0.066	-0.103	-0.216	-0.336	-0.458	-0.57	-0.648
SPAC17C9.03	tif471	inviable	E	0.056	0.1	0.32	1.091	1.584	1.816	1.905	1.932
SPAC17C9.05c	pmc3	viable	V	0.0	0.0	0.0	0.0	0.003	0.155	0.838	1.511
SPAC17C9.06	sam50	inviable	E	0.131	0.241	0.7	1.616	1.897	1.971	1.988	1.991
SPAC17C9.07	alg8	viable	V	0.023	0.03	0.058	0.167	0.304	0.455	0.596	0.694
SPAC17C9.08	pnu1	viable	V	0.001	0.002	0.006	0.043	0.12	0.227	0.334	0.408
SPAC17C9.09c	tim13	viable	V	0.013	0.015	0.024	0.05	0.077	0.106	0.131	0.149
SPAC17C9.10	stm1	viable	V	0.055	0.067	0.106	0.233	0.371	0.514	0.643	0.734
SPAC17C9.11c	SPAC17C9.11c	viable	V	0.004	0.01	0.059	0.232	0.302	0.322	0.327	0.327
SPAC17C9.12	scs22	viable	V	-0.01	-0.023	-0.104	-0.334	-0.418	-0.441	-0.446	-0.447
SPAC17C9.13c	cut8	condition-dependent	V	0.13	0.231	0.715	2.228	3.072	3.43	3.555	3.59
SPAC17C9.14	pex19	viable	V	0.068	0.081	0.126	0.265	0.413	0.563	0.7	0.796
SPAC17C9.16c	mfs1	viable	V	0.018	0.033	0.096	0.221	0.259	0.269	0.271	0.272
SPAC17D4.01	pex7	viable	V	0.105	0.084	0.04	0.003	0.0	0.0	0.0	0.0
SPAC17D4.02	cdc45	inviable	E	0.018	0.055	0.417	2.353	3.444	3.818	3.919	3.941
SPAC17D4.03c	cis4	viable	V	-0.263	-0.256	-0.227	-0.087	-0.002	-0.0	-0.0	-0.0
SPAC17D4.04	trm401	viable	V	0.0	0.0	0.0	0.057	0.295	0.435	0.475	0.482
SPAC17G6.02c	tco1	viable	V	-0.064	-0.118	-0.342	-0.79	-0.927	-0.963	-0.971	-0.973
SPAC17G6.03	SPAC17G6.03	viable	V	0.01	0.024	0.113	0.377	0.475	0.502	0.508	0.509
SPAC17G6.04c	cpp1	viable	V	0.186	0.34	0.988	2.28	2.677	2.782	2.805	2.81
SPAC17G6.05c	bro1	viable	V	0.041	0.075	0.218	0.503	0.591	0.614	0.619	0.62
SPAC17G6.06	rps2401	viable	V	0.137	0.251	0.73	1.686	1.979	2.057	2.074	2.077
SPAC17G6.08	pep7	viable	V	0.008	0.012	0.026	0.088	0.157	0.22	0.265	0.29
SPAC17G6.09	sec62	inviable	E	0.0	0.0	0.0	0.013	0.143	0.254	0.288	0.295
SPAC17G6.10	ssr1	inviable	E	0.233	0.426	1.24	2.862	3.361	3.492	3.521	3.527
SPAC17G6.11c	ghs2	inviable	E	0.139	0.254	0.738	1.704	2.001	2.079	2.096	2.1
SPAC17G6.12	cul1	inviable	E	0.21	0.385	1.12	2.587	3.038	3.156	3.183	3.188
SPAC17G6.13	slt1	viable	V	0.135	0.096	0.029	0.0	0.0	0.0	0.0	0.0
SPAC17G6.15c	fsf1	viable	V	0.041	0.074	0.216	0.5	0.587	0.61	0.615	0.616
SPAC17G6.16c	ysh1	inviable	E	0.227	0.416	1.209	2.791	3.278	3.406	3.434	3.44
SPAC17G6.17	pof8	viable	V	0.142	0.26	0.756	1.744	2.048	2.128	2.146	2.15
SPAC17G8.01c	trl1	inviable	E	0.131	0.24	0.698	1.61	1.891	1.965	1.982	1.985
SPAC17G8.02	urh2	inviable	E	0.011	0.028	0.155	0.586	0.756	0.804	0.815	0.817
SPAC17G8.03c	bur6	inviable	E	0.16	0.225	0.471	1.204	1.755	2.103	2.287	2.364
SPAC17G8.05	med20	viable	V	0.138	0.181	0.34	0.911	1.547	2.162	2.666	2.978
SPAC17G8.08c	gdt2	viable	V	0.027	0.042	0.102	0.261	0.346	0.383	0.397	0.402
SPAC17G8.09	shg1	viable	V	0.0	0.0	0.0	0.02	0.123	0.319	0.522	0.647
SPAC17G8.10c	dma1	viable	V	-0.244	-0.215	-0.143	-0.036	-0.004	-0.0	-0.0	-0.0
SPAC17G8.11c	imt3	viable	V	0.055	0.106	0.333	0.817	0.97	1.011	1.02	1.022
SPAC17G8.12	sec3	condition-dependent	E	0.234	0.38	0.974	2.453	3.153	3.426	3.517	3.541
SPAC17G8.13c	mst2	viable	V	0.073	0.134	0.389	0.897	1.054	1.095	1.104	1.106
SPAC17G8.14c	pck1	viable	V	0.015	0.02	0.041	0.134	0.261	0.406	0.543	0.637
SPAC17G8.15	wip1	condition-dependent	Not_determined	0.169	0.315	0.949	2.252	2.658	2.766	2.79	2.794
SPAC17H9.01	cid16	viable	V	0.004	0.006	0.019	0.109	0.276	0.496	0.713	0.863
SPAC17H9.02	mtl1	inviable	E	0.2	0.361	1.034	2.419	2.87	2.994	3.024	3.03
SPAC17H9.03c	rdl1	viable	V	0.615	0.456	0.116	0.0	0.0	0.0	0.0	0.0
SPAC17H9.04c	dri1	viable	V	0.081	0.116	0.249	0.64	0.92	1.087	1.171	1.204
SPAC17H9.05	ebp2	inviable	E	0.211	0.288	0.575	1.45	2.162	2.654	2.942	3.073
SPAC17H9.06c	SPAC17H9.06c	viable	V	0.0	0.0	0.022	0.447	0.795	0.912	0.94	0.946
SPAC17H9.07	srp21	inviable	E	0.119	0.143	0.221	0.464	0.723	0.987	1.226	1.394
SPAC17H9.08	leu5	viable	V	0.0	0.001	0.015	0.346	1.171	2.072	2.685	2.965
SPAC17H9.09c	ras1	viable	V	0.04	0.057	0.123	0.331	0.495	0.601	0.659	0.683
SPAC17H9.10c	ddb1	viable	V	0.214	0.304	0.648	1.669	2.413	2.865	3.096	3.189
SPAC17H9.12c	cyc2	viable	V	-0.443	-0.443	-0.442	-0.434	-0.402	-0.281	-0.041	-0.0
SPAC17H9.14c	pdi2	viable	V	0.107	0.128	0.198	0.415	0.647	0.883	1.097	1.247
SPAC17H9.17c	mdm10	inviable	E	0.2	0.366	1.064	2.458	2.886	2.998	3.024	3.029
SPAC17H9.18c	SPAC17H9.18c	viable	Not_determined	0.039	0.071	0.206	0.475	0.558	0.58	0.585	0.585
SPAC17H9.19c	cdt2	viable	V	0.197	0.36	1.047	2.417	2.839	2.949	2.974	2.979
SPAC17H9.20	psc3	inviable	E	0.111	0.203	0.59	1.362	1.6	1.662	1.676	1.679
SPAC1805.01c	ppk6	viable	V	0.033	0.047	0.103	0.266	0.379	0.443	0.474	0.486
SPAC1805.02c	etf2	viable	V	0.037	0.067	0.195	0.45	0.529	0.55	0.554	0.555
SPAC1805.03c	trm13	viable	V	-0.03	-0.024	-0.013	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC1805.04	nup132	viable	V	0.06	0.076	0.136	0.352	0.608	0.88	1.127	1.296
SPAC1805.05	cki3	viable	V	0.156	0.076	0.003	0.0	0.0	0.0	0.0	0.0
SPAC1805.06c	hem2	viable	V	0.128	0.235	0.684	1.579	1.854	1.926	1.943	1.946
SPAC1805.07c	dad2	viable	V	0.074	0.096	0.181	0.487	0.834	1.177	1.465	1.646
SPAC1805.08	dlc1	viable	V	0.021	0.039	0.113	0.26	0.306	0.317	0.32	0.321
SPAC1805.09c	fmt1	viable	V	-0.012	-0.03	-0.148	-0.524	-0.668	-0.707	-0.716	-0.718
SPAC1805.10	ccz1	viable	V	0.191	0.35	1.018	2.35	2.76	2.868	2.892	2.897
SPAC1805.11c	rps2602	viable	V	0.214	0.391	1.137	2.624	3.082	3.202	3.229	3.234
SPAC1805.12c	ubi2	viable	V	0.0	0.001	0.01	0.285	0.875	1.383	1.655	1.755
SPAC1805.13	rpl14	viable	V	0.322	0.394	0.646	1.474	2.396	3.358	4.236	4.849
SPAC1805.14	SPAC1805.14	viable	V	0.008	0.012	0.038	0.213	0.536	0.961	1.381	1.671
SPAC1805.15c	pub2	viable	V	0.068	0.094	0.192	0.488	0.722	0.88	0.968	1.007
SPAC1805.16c	SPAC1805.16c	viable	V	0.214	0.391	1.138	2.627	3.085	3.205	3.232	3.237
